Date,Steps,Distance,Floors Ascended
2/23/2019,1166,0.5,1
2/22/2019,3755,1.5,3
2/21/2019,6729,2.7,4
2/20/2019,2498,0.9,1
2/19/2019,5515,2.1,3
2/18/2019,3014,1.2,2
2/17/2019,1152,0.5,0
2/16/2019,2156,0.8,3
2/15/2019,7305,2.7,4
2/14/2019,4502,1.8,3
2/13/2019,3894,1.5,2
2/12/2019,194,0.1,0
2/11/2019,5554,2.2,4
2/10/2019,2551,1,4
2/9/2019,1846,0.7,1
2/8/2019,3973,1.5,1
2/7/2019,5312,2,2
2/6/2019,5384,2.1,3
2/5/2019,5530,2.1,3
2/4/2019,4141,1.6,3
2/3/2019,1772,0.7,0
2/2/2019,1337,0.5,1
2/1/2019,3511,1.3,3
1/31/2019,5128,1.9,3
1/30/2019,4842,1.9,2
1/29/2019,4457,1.8,4
1/28/2019,10017,4.4,6
1/27/2019,1837,0.7,4
1/26/2019,1624,0.6,1
1/25/2019,3324,1.4,9
1/24/2019,5616,2.5,8
1/23/2019,5964,2.6,5
1/22/2019,5732,2.5,7
1/21/2019,170,0.1,0
1/20/2019,617,0.2,2
1/19/2019,1591,0.6,3
1/18/2019,158,0.1,0
1/17/2019,2817,1.2,3
1/16/2019,10045,4.5,10
1/15/2019,12096,5.3,16
1/14/2019,11564,5.2,7
1/13/2019,232,0.1,0
1/12/2019,2516,1.1,4
1/11/2019,10024,4.3,8
1/10/2019,11558,5.2,12
1/9/2019,10792,4.8,14
1/8/2019,11784,5.2,13
1/7/2019,8609,3.8,12
1/6/2019,2837,1.1,3
1/5/2019,802,0.3,1
1/4/2019,6370,2.8,6
1/3/2019,11075,4.9,23
1/2/2019,9459,4.2,23
1/1/2019,1625,0.7,0
12/31/2018,719,0.3,2
12/30/2018,196,0.1,0
12/29/2018,1318,0.5,2
12/28/2018,2437,0.9,4
12/27/2018,974,0.4,1
12/26/2018,2744,1.2,8
12/25/2018,420,0.2,1
12/24/2018,1362,0.5,2
12/23/2018,424,0.2,0
12/22/2018,4538,1.9,8
12/21/2018,4137,1.7,1
12/20/2018,5814,2.5,6
12/19/2018,5459,2.4,5
12/18/2018,8906,3.9,18
12/17/2018,11509,5,17
12/16/2018,4976,2.2,5
12/15/2018,1579,0.7,0
12/14/2018,3520,1.5,1
12/13/2018,4358,1.9,1
12/12/2018,9049,4,5
12/11/2018,9489,4.1,25
12/10/2018,9606,4.1,12
12/9/2018,1501,0.6,4
12/8/2018,2388,0.9,3
12/7/2018,11158,4.8,27
12/6/2018,6747,3,3
12/5/2018,8801,3.8,38
12/4/2018,5059,2.2,13
12/3/2018,9091,3.9,10
12/2/2018,1366,0.6,1
12/1/2018,1995,0.8,5
11/30/2018,6029,2.6,8
11/29/2018,7168,3.1,10
11/28/2018,6067,2.6,12
11/27/2018,8447,3.7,23
11/26/2018,5176,2.2,10
11/25/2018,7958,3.4,3
11/24/2018,15954,7.1,22
11/23/2018,14176,6.5,11
11/22/2018,11986,5.6,10
11/21/2018,10741,5,9
11/20/2018,7585,3.5,0
11/19/2018,6289,2.9,0
11/18/2018,6093,2.8,0
11/17/2018,12928,5.9,1
11/16/2018,7032,3.3,0
11/15/2018,4638,2.2,1
11/14/2018,5081,2.4,2
11/13/2018,3461,1.6,0
11/12/2018,5238,2.4,0
11/11/2018,3217,1.5,0
11/10/2018,8837,4,1
11/9/2018,12318,5.8,12
11/8/2018,5749,2.7,3
11/7/2018,7954,3.7,5
11/6/2018,0,0,0
11/5/2018,0,0,0
11/4/2018,0,0,0
11/3/2018,0,0,0
11/2/2018,1374,0.6,1
11/1/2018,8382,3.8,13
10/31/2018,4708,1.8,18
10/30/2018,7743,3.5,15
10/29/2018,9051,4.2,18
10/28/2018,1733,0.8,12
10/27/2018,4544,2,5
10/26/2018,7112,3.2,5
10/25/2018,0,0,0
10/24/2018,0,0,0
10/23/2018,0,0,0
10/22/2018,0,0,0
10/21/2018,2177,1,1
10/20/2018,2586,1.1,10
10/19/2018,9393,3.7,11
10/18/2018,13898,6.4,21
10/17/2018,10158,4.8,19
10/16/2018,10188,4.7,16
10/15/2018,9665,4.5,14
10/14/2018,4661,2.2,3
10/13/2018,2659,1.2,5
10/12/2018,13827,6.2,29
10/11/2018,6997,3.2,12
10/10/2018,5751,2.7,7
10/9/2018,12989,6.2,21
10/8/2018,8602,4,26
10/7/2018,7391,3.4,14
10/6/2018,2198,1,0
10/5/2018,7659,3.6,22
10/4/2018,10094,4.7,11
10/3/2018,8690,4,11
10/2/2018,13984,6.4,16
10/1/2018,9893,4.6,12
9/30/2018,3537,1.7,1
9/29/2018,9548,4.3,25
9/28/2018,15413,7,16
9/27/2018,12148,5.6,14
9/26/2018,9659,4.5,17
9/25/2018,8725,4,9
9/24/2018,5522,2.2,9
9/23/2018,2743,1.2,7
9/22/2018,5447,2.5,7
9/21/2018,11537,5.2,19
9/20/2018,9095,4.1,18
9/19/2018,10993,5.2,34
9/18/2018,13816,6.3,30
9/17/2018,12222,5.7,18
9/16/2018,3625,1.7,3
9/15/2018,7033,3,7
9/14/2018,8119,3.7,15
9/13/2018,7913,3.5,7
9/12/2018,10330,4.6,8
9/11/2018,10737,5,18
9/10/2018,9972,4.6,7
9/9/2018,4996,2.3,6
9/8/2018,7331,3.6,5
9/7/2018,8700,4.1,5
9/6/2018,8506,3.9,6
9/5/2018,8353,3.8,9
9/4/2018,7202,3.3,7
9/3/2018,6260,2.8,2
9/2/2018,4606,2.1,4
9/1/2018,7100,3.2,4
8/31/2018,7339,3.4,4
8/30/2018,9370,4.1,14
8/29/2018,14446,6.4,9
8/28/2018,13048,6,11
8/27/2018,7562,3.6,7
8/26/2018,8680,4.2,8
8/25/2018,2903,1.3,8
8/24/2018,7871,3.7,8
8/23/2018,10375,4.7,16
8/22/2018,12028,5.2,10
8/21/2018,7013,3.2,4
8/20/2018,12181,5.7,8
8/19/2018,3152,1.4,3
8/18/2018,6898,3.2,5
8/17/2018,12272,5.6,7
8/16/2018,14793,7.5,9
8/15/2018,8400,3.9,2
8/14/2018,12250,6.1,4
8/13/2018,8187,3.3,12
8/12/2018,4529,2.1,2
8/11/2018,7193,1.4,3
8/10/2018,7242,1.6,2
8/9/2018,8150,3.9,13
8/8/2018,8224,3.4,12
8/7/2018,15427,8,8
8/6/2018,11565,5.5,8
8/5/2018,4342,1.9,2
8/4/2018,12120,5.6,24
8/3/2018,10348,4.6,19
8/2/2018,14231,6.4,14
8/1/2018,12103,5.4,31
7/31/2018,13587,6.4,10
7/30/2018,4796,1.7,5
7/29/2018,2022,0.7,15
7/28/2018,313,0.1,3
7/27/2018,2017,0.7,10
