Entity,Code,Year,Below $3 a day,$3-$10 a day,$10-$30 a day,Above $30 a day
Cote d'Ivoire,CIV,2021,6313881,19963690,3758636,169979
Croatia,HRV,1988,0,138186,3358128,1258893
Croatia,HRV,2009,43369,379587,2497085,1385140
Croatia,HRV,2010,61786,448037,2585853,1199751
Croatia,HRV,2011,42498,523116,2605545,1109463
Croatia,HRV,2012,45669,596121,2642618,975960
Croatia,HRV,2013,51086,546749,2709433,926654
Croatia,HRV,2014,48829,479916,2617397,1055456
Croatia,HRV,2015,28909,447621,2545777,1129418
Croatia,HRV,2016,35203,343556,2401449,1326659
Croatia,HRV,2017,24917,314349,2215197,1486944
Croatia,HRV,2018,20101,209507,2121366,1637801
Croatia,HRV,2019,14381,179887,1900721,1854401
Croatia,HRV,2020,17376,163191,1802447,1931192
Croatia,HRV,2021,13220,113984,1645684,2106093
Croatia,HRV,2022,15335,117861,1634343,2088102
Croatia,HRV,2023,10142,92819,1235117,2521608
Cyprus,CYP,2004,957,3400,248975,764543
Cyprus,CYP,2005,561,2177,212298,821115
Cyprus,CYP,2006,192,269,161045,892912
Cyprus,CYP,2007,270,1041,163408,907995
Cyprus,CYP,2008,92,364,184681,905889
Cyprus,CYP,2009,1242,2674,188571,916884
Cyprus,CYP,2010,663,4233,172720,950200
Cyprus,CYP,2011,368,4057,184301,957767
Cyprus,CYP,2012,49,3267,258433,903648
Cyprus,CYP,2013,1149,4476,347966,830304
Cyprus,CYP,2014,1178,10651,383059,806913
Cyprus,CYP,2015,552,5696,353302,859952
Cyprus,CYP,2016,943,3192,307932,925045
Cyprus,CYP,2017,643,1838,277945,973849
Cyprus,CYP,2018,993,4055,231188,1034501
Cyprus,CYP,2019,2248,5661,208394,1070368
Cyprus,CYP,2020,288,2667,205167,1094125
Cyprus,CYP,2021,650,1664,186488,1128507
Cyprus,CYP,2022,67,1328,194382,1135593
Cyprus,CYP,2023,177,2947,163937,1177915
Czechia,CZE,1992,0,256705,9055927,1006491
Czechia,CZE,1993,0,148337,8545269,1636249
Czechia,CZE,1996,0,385760,7427687,2501794
Czechia,CZE,2002,0,250914,6759353,3186649
Czechia,CZE,2004,1841,307848,5985785,3901627
Czechia,CZE,2005,3465,222799,5817620,4167332
Czechia,CZE,2006,7754,228652,5217323,4785176
Czechia,CZE,2007,13181,165093,4750620,5369934
Czechia,CZE,2008,8740,166912,4579232,5629719
Czechia,CZE,2009,4832,184916,4336341,5917847
Czechia,CZE,2010,3789,187627,4376994,5906000
Czechia,CZE,2011,7526,209824,4239876,6038862
Czechia,CZE,2012,8900,174416,4449843,5877626
Czechia,CZE,2013,4804,144341,4474920,5890207
Czechia,CZE,2014,1087,200673,4161193,6162394
Czechia,CZE,2015,924,159673,3749620,6635842
Czechia,CZE,2016,0,139189,3391372,7035771
Czechia,CZE,2017,0,81953,3074195,7438290
Czechia,CZE,2018,942,58421,2690292,7880273
Czechia,CZE,2019,0,75245,2421199,8175426
Czechia,CZE,2020,871,71133,2401760,8224094
Czechia,CZE,2021,6288,55745,1880230,8563509
Czechia,CZE,2022,0,103595,2389753,8178770
Czechia,CZE,2023,0,135043,2623825,8105174
Democratic Republic of Congo,COD,2004,55586555,2898243,93024,2322
Democratic Republic of Congo,COD,2012,58598438,14748941,891255,29894
Democratic Republic of Congo,COD,2020,81896433,12817958,1129106,146503
Denmark,DNK,1987,38353,38353,589146,4461172
Denmark,DNK,1992,25544,51893,504244,4589689
Denmark,DNK,1995,0,12946,405660,4814767
Denmark,DNK,2000,0,13347,360397,4965872
Denmark,DNK,2003,19884,12446,483358,4874886
Denmark,DNK,2004,17023,10234,429186,4948080
Denmark,DNK,2005,15074,15645,403777,4984936
Denmark,DNK,2006,10603,11531,362053,5053085
Denmark,DNK,2007,4651,40588,339972,5076227
Denmark,DNK,2008,16301,28151,343940,5105229
Denmark,DNK,2009,31253,41369,386759,5063714
Denmark,DNK,2010,3178,17827,414463,5112215
Denmark,DNK,2011,0,44802,363532,5162238
Denmark,DNK,2012,0,73618,335159,5182795
Denmark,DNK,2013,17458,35693,401411,5160370
Denmark,DNK,2014,13732,50336,361522,5217885
Denmark,DNK,2015,9970,19503,356871,5297139
Denmark,DNK,2016,15946,16736,360704,5334624
Denmark,DNK,2017,8218,7363,377930,5371469
Denmark,DNK,2018,13124,9858,329543,5441111
Denmark,DNK,2019,15653,13222,291662,5493885
Denmark,DNK,2020,9621,25376,281246,5515161
Denmark,DNK,2021,9001,9954,297714,5540064
Denmark,DNK,2022,14432,36111,299001,5553493
Denmark,DNK,2023,21363,16525,330617,5578447
Djibouti,DJI,2002,257208,455260,77680,5426
Djibouti,DJI,2012,254981,549593,144461,17712
Djibouti,DJI,2013,307749,544522,119987,12566
Djibouti,DJI,2017,267517,644509,130051,12764
Dominican Republic,DOM,1986,572812,2343687,2877532,777177
Dominican Republic,DOM,1989,1467751,3554505,1681671,298368
Dominican Republic,DOM,1992,743109,3739525,2475839,489001
Dominican Republic,DOM,1996,639320,3421935,3172067,799572
Dominican Republic,DOM,1997,665650,3137419,3484461,886548
Dominican Republic,DOM,2000,709297,3350096,3411369,1113428
Dominican Republic,DOM,2001,574142,3582146,3502550,1061445
Dominican Republic,DOM,2002,797062,3487938,3541286,1025949
Dominican Republic,DOM,2003,958694,4140545,3055064,826317
Dominican Republic,DOM,2004,1332489,4491684,2610561,670158
Dominican Republic,DOM,2005,909102,4235090,3167199,913643
Dominican Republic,DOM,2006,758226,4059759,3457833,1065365
Dominican Republic,DOM,2007,740033,4224737,3549147,941741
Dominican Republic,DOM,2008,683796,4496201,3535193,857940
Dominican Republic,DOM,2009,613377,4314180,3748712,1018996
Dominican Republic,DOM,2010,544719,4353216,3855653,1066587
Dominican Republic,DOM,2011,530821,4344640,4046966,1023194
Dominican Republic,DOM,2012,546874,4459236,4083061,981240
Dominican Republic,DOM,2013,451149,4472075,4159028,1111581
Dominican Republic,DOM,2014,425898,3977141,4570256,1342233
Dominican Republic,DOM,2015,340964,3673603,4953115,1467147
Dominican Republic,DOM,2016,312675,3483072,5096912,1658771
Dominican Republic,DOM,2017,162163,3390101,5705452,1409127
Dominican Republic,DOM,2018,118735,3163006,5877308,1623004
Dominican Republic,DOM,2019,109919,2932736,6091655,1759733
Dominican Republic,DOM,2020,143399,3368087,5969591,1527223
Dominican Republic,DOM,2021,141430,3417034,6257477,1307535
Dominican Republic,DOM,2022,107308,3203690,6509886,1409850
Dominican Republic,DOM,2023,144202,2667932,6589104,1930027
Dominican Republic,DOM,2024,88601,2206190,6649630,2483136
East Asia and Pacific (WB),WB_EAP,1990,1217277131,360680777,128205452,111572576
East Asia and Pacific (WB),WB_EAP,1991,1215450629,381961370,129282350,117495603
East Asia and Pacific (WB),WB_EAP,1992,1200299394,414804659,131411395,122559112
East Asia and Pacific (WB),WB_EAP,1993,1183328619,449010232,135162052,125757721
East Asia and Pacific (WB),WB_EAP,1994,1125949187,520163835,139468067,131808095
East Asia and Pacific (WB),WB_EAP,1995,1071165732,589872873,141782454,138364221
East Asia and Pacific (WB),WB_EAP,1996,1014763875,655057624,150273896,144734685
East Asia and Pacific (WB),WB_EAP,1997,1013926180,669619396,156097734,148424274
East Asia and Pacific (WB),WB_EAP,1998,1034936684,668508022,163102546,143896268
East Asia and Pacific (WB),WB_EAP,1999,997146018,718500953,165391163,149874378
East Asia and Pacific (WB),WB_EAP,2000,958725218,759749496,175263358,156411560
East Asia and Pacific (WB),WB_EAP,2001,915200150,802326677,189957739,161197546
East Asia and Pacific (WB),WB_EAP,2002,839536592,867748233,210479522,168380037
East Asia and Pacific (WB),WB_EAP,2003,766860353,929976910,234340199,171584522
East Asia and Pacific (WB),WB_EAP,2004,700611608,981816490,258936656,177383150
East Asia and Pacific (WB),WB_EAP,2005,618983801,1042249416,288588603,184751236
East Asia and Pacific (WB),WB_EAP,2006,598721323,1043076260,316898031,191993410
East Asia and Pacific (WB),WB_EAP,2007,545491075,1065011509,357585865,198958207
East Asia and Pacific (WB),WB_EAP,2008,512888255,1077252637,390221069,203110423
East Asia and Pacific (WB),WB_EAP,2009,471960658,1080963276,438577007,207647859
East Asia and Pacific (WB),WB_EAP,2010,417337976,1077289264,496603153,223383367
East Asia and Pacific (WB),WB_EAP,2011,346010570,1108984962,548753116,227077848
East Asia and Pacific (WB),WB_EAP,2012,302657475,1096394941,607256746,242772182
East Asia and Pacific (WB),WB_EAP,2013,206230984,1121173593,680384722,259282701
East Asia and Pacific (WB),WB_EAP,2014,179178716,1087716177,743580998,273909645
East Asia and Pacific (WB),WB_EAP,2015,141070945,1071087143,796734666,291951534
East Asia and Pacific (WB),WB_EAP,2016,117660924,1042800221,847968312,308646511
East Asia and Pacific (WB),WB_EAP,2017,97942689,1021029916,886414166,328088813
East Asia and Pacific (WB),WB_EAP,2018,77862564,982844873,938648473,348220410
East Asia and Pacific (WB),WB_EAP,2019,61047528,951284913,978592522,368846173
East Asia and Pacific (WB),WB_EAP,2020,64627138,972249383,980645975,351916224
East Asia and Pacific (WB),WB_EAP,2021,62442502,844137980,1080548053,388015913
East Asia and Pacific (WB),WB_EAP,2022,57690307,855679187,1069785135,396493627
East Asia and Pacific (WB),WB_EAP,2023,52510072,804520452,1099683871,427764837
East Asia and Pacific (WB),WB_EAP,2024,47670549,774966939,1116640276,449100604
East Asia and Pacific (WB),WB_EAP,2025,44906010,746178722,1129408627,469199825
East Timor,TLS,2001,452474,335585,23132,1058
East Timor,TLS,2007,604199,392357,8161,172
East Timor,TLS,2014,519276,635609,26271,747
Eastern and Southern Africa (WB),,1990,192042811,94398148,21046973,4260740
Eastern and Southern Africa (WB),,1991,201384463,93563312,21225230,4269971
Eastern and Southern Africa (WB),,1992,210633865,93454680,20856715,4137460
Eastern and Southern Africa (WB),,1993,219447669,95840226,19337638,3698467
Eastern and Southern Africa (WB),,1994,225039647,99140566,19667124,3594487
Eastern and Southern Africa (WB),,1995,229356534,102602841,20820481,3800528
Eastern and Southern Africa (WB),,1996,232824922,107308546,22053250,3951810
Eastern and Southern Africa (WB),,1997,238555935,109887862,23186660,4015783
Eastern and Southern Africa (WB),,1998,246679471,111566739,23381173,3878377
Eastern and Southern Africa (WB),,1999,252495924,116115988,23426046,3712986
Eastern and Southern Africa (WB),,2000,256271950,122173002,24100998,3610722
Eastern and Southern Africa (WB),,2001,259102469,128528234,25491832,3685337
Eastern and Southern Africa (WB),,2002,269732733,128440027,25563831,4083761
Eastern and Southern Africa (WB),,2003,273240270,135639135,25898796,4395079
Eastern and Southern Africa (WB),,2004,265010274,153290926,27343944,5282888
Eastern and Southern Africa (WB),,2005,263330660,164788712,28773396,6183872
Eastern and Southern Africa (WB),,2006,261895847,175243933,31390824,7075604
Eastern and Southern Africa (WB),,2007,263805576,183861731,33589295,7324102
Eastern and Southern Africa (WB),,2008,265992205,192370405,36091590,7616552
Eastern and Southern Africa (WB),,2009,272122946,199321938,36910950,7647622
Eastern and Southern Africa (WB),,2010,273911706,209471928,38700951,8223799
Eastern and Southern Africa (WB),,2011,276943472,218604562,40722057,8467893
Eastern and Southern Africa (WB),,2012,279512499,229960552,41577249,8559684
Eastern and Southern Africa (WB),,2013,283769543,239599606,43205095,8628444
Eastern and Southern Africa (WB),,2014,289609739,247711188,44930147,8717886
Eastern and Southern Africa (WB),,2015,298193743,253662257,46398971,8868293
Eastern and Southern Africa (WB),,2016,310109246,257526668,46803713,8929781
Eastern and Southern Africa (WB),,2017,323748361,261060759,46322230,8927402
Eastern and Southern Africa (WB),,2018,336096388,266906031,45751697,9046972
Eastern and Southern Africa (WB),,2019,348725463,273066025,45071402,9087318
Eastern and Southern Africa (WB),,2020,370552105,273171545,42178208,8544222
Eastern and Southern Africa (WB),,2021,381614055,280319382,42124019,9033488
Eastern and Southern Africa (WB),,2022,388677555,290018906,43953863,9171052
Eastern and Southern Africa (WB),,2023,399661874,297948656,43642861,9250353
Eastern and Southern Africa (WB),,2024,407257122,307461818,45169350,9406302
Eastern and Southern Africa (WB),,2025,411355986,320378925,47520531,9603054
Ecuador,ECU,1994,2447887,5860015,2497614,566681
Ecuador,ECU,1999,3358813,5981399,2545672,584911
Ecuador,ECU,2000,4321027,6075872,1857369,434938
Ecuador,ECU,2003,2521427,6340301,3562844,947734
Ecuador,ECU,2004,2645352,6469459,3645108,848782
Ecuador,ECU,2005,2129346,6091054,4391736,1234027
Ecuador,ECU,2006,1529704,6306724,4881803,1367900
Ecuador,ECU,2007,1567540,6257300,4966330,1537603
Ecuador,ECU,2008,1426351,6207183,5383051,1558617
Ecuador,ECU,2009,1383633,6554210,5488679,1399432
Ecuador,ECU,2010,1172134,6200702,5981444,1722415
Ecuador,ECU,2011,987634,5776831,6630663,1931099
Ecuador,ECU,2012,938921,5377132,7123068,2133073
Ecuador,ECU,2013,709778,5761655,7045681,2290014
Ecuador,ECU,2014,636583,5411112,7703589,2283840
Ecuador,ECU,2015,776028,5486051,7585470,2418676
Ecuador,ECU,2016,820316,5478232,7915705,2290886
Ecuador,ECU,2017,717223,5389696,8168498,2484102
Ecuador,ECU,2018,800108,5571667,8075224,2602549
Ecuador,ECU,2019,805950,5891540,8115701,2526829
Ecuador,ECU,2020,1480649,6444781,7633105,1987529
Ecuador,ECU,2021,932914,6326381,8057861,2365298
Ecuador,ECU,2022,792258,6121706,8377188,2532744
Ecuador,ECU,2023,841601,6362024,8296456,2480003
Ecuador,ECU,2024,1326295,6045097,8442244,2321842
Ecuador (urban),,1987,1112074,2454663,1377114,216583
Ecuador (urban),,1995,1210769,3674559,1476167,333881
Ecuador (urban),,1998,1535343,3698770,1688366,341371
Egypt,EGY,1990,4229571,45093512,9276280,613445
Egypt,EGY,1995,2720715,54581676,8809649,572152
Egypt,EGY,1999,0,55646993,16013477,1032234
Egypt,EGY,2004,3309499,62762780,13098132,1102573
Egypt,EGY,2008,3216931,67709379,14228902,1102420
Egypt,EGY,2010,1391284,67349828,19991894,1392586
Egypt,EGY,2012,1174706,69271739,22518960,1260147
Egypt,EGY,2015,1203847,70281287,25950447,2161763
Egypt,EGY,2017,3274063,79341112,20940182,1630227
Egypt,EGY,2019,2150093,79226352,25030887,1903468
Egypt,EGY,2021,1541883,80512403,28893548,1288334
El Salvador,SLV,1989,1311974,2495395,1321407,170203
El Salvador,SLV,1991,1589944,2616467,1093745,194921
El Salvador,SLV,1995,1112910,3033861,1375163,240197
El Salvador,SLV,1996,1233324,2912055,1402519,257388
El Salvador,SLV,1998,1549490,2562877,1476585,291829
El Salvador,SLV,1999,1326679,2667920,1601683,317618
El Salvador,SLV,2000,1096195,2716537,1732560,398074
El Salvador,SLV,2001,1158578,2732131,1699245,378106
El Salvador,SLV,2002,1169526,2693267,1778000,345838
El Salvador,SLV,2003,1256189,2721254,1710545,310611
El Salvador,SLV,2004,979672,2928468,1793495,303036
El Salvador,SLV,2005,986816,2943725,1750892,324145
El Salvador,SLV,2006,757646,3166350,1795944,282379
El Salvador,SLV,2007,552341,3231216,1900588,325679
El Salvador,SLV,2008,761371,3135233,1790508,342185
El Salvador,SLV,2009,747358,3258167,1747177,295577
El Salvador,SLV,2010,689385,3213411,1873936,291517
El Salvador,SLV,2011,614693,3390456,1834578,250400
El Salvador,SLV,2012,522397,3400960,1943433,247185
El Salvador,SLV,2013,438398,3255222,2127404,317815
El Salvador,SLV,2014,428531,3256833,2162251,315340
El Salvador,SLV,2015,327824,3247489,2301532,306831
El Salvador,SLV,2016,358087,3088833,2450166,303714
El Salvador,SLV,2017,282694,3071811,2575963,283065
