Entity,Code,Year,Below $3 a day,$3-$10 a day,$10-$30 a day,Above $30 a day
North Macedonia,MKD,2014,123568,669208,1021738,103043
North Macedonia,MKD,2015,133956,627050,1039606,111818
North Macedonia,MKD,2016,108444,549122,1123095,125652
North Macedonia,MKD,2017,107079,501385,1156639,133554
North Macedonia,MKD,2018,80851,500375,1157170,150655
North Macedonia,MKD,2019,73931,450897,1134509,216925
Norway,NOR,1979,9266,61624,2086850,1914777
Norway,NOR,1986,10205,21019,957738,3178392
Norway,NOR,1991,20254,10551,789531,3441396
Norway,NOR,1995,21405,21698,784566,3531515
Norway,NOR,2000,10557,23066,392900,4064444
Norway,NOR,2003,9988,14539,365047,4175281
Norway,NOR,2004,13540,23604,374060,4180706
Norway,NOR,2005,9805,19910,328893,4264683
Norway,NOR,2006,7667,33120,366194,4253696
Norway,NOR,2007,7268,20471,248579,4432835
Norway,NOR,2008,11451,19188,252109,4485464
Norway,NOR,2009,4198,19762,239759,4565007
Norway,NOR,2010,7382,18682,208390,4654798
Norway,NOR,2011,6365,11205,169998,4765520
Norway,NOR,2012,6382,12810,184941,4814440
Norway,NOR,2013,8376,18357,143276,4909614
Norway,NOR,2014,5801,18086,179247,4934098
Norway,NOR,2015,8823,18198,183112,4978474
Norway,NOR,2016,14692,34223,197396,4988208
Norway,NOR,2017,15390,24420,213083,5024075
Norway,NOR,2018,14969,13916,231063,5051968
Norway,NOR,2019,10184,22476,204222,5111014
Norway,NOR,2020,15867,22645,224950,5116013
Norway,NOR,2021,9207,20353,192276,5186484
Norway,NOR,2022,16080,22169,171083,5247795
Norway,NOR,2023,10877,11234,186044,5311439
Pakistan,PAK,1987,84762631,19335575,1026003,6511
Pakistan,PAK,1990,93854208,23127573,1089787,36424
Pakistan,PAK,1996,63693175,73257798,3431127,162348
Pakistan,PAK,1998,74694002,68889859,4524983,435028
Pakistan,PAK,2001,90693514,67754688,2686684,111834
Pakistan,PAK,2004,70849401,95900122,6292036,328041
Pakistan,PAK,2005,72462091,98657265,6004835,443761
Pakistan,PAK,2007,65201730,114114193,7308762,371491
Pakistan,PAK,2010,53709044,138746144,8658004,379368
Pakistan,PAK,2011,53346964,141508251,10341550,509827
Pakistan,PAK,2013,45184523,155124611,11643270,716908
Pakistan,PAK,2015,36987874,164426774,16104909,1195323
Pakistan,PAK,2018,37799718,174846700,15490231,728247
Palestine,PSE,2004,56733,1339517,1679190,161186
Palestine,PSE,2005,41814,1371665,1703885,203032
Palestine,PSE,2006,16145,1390975,1804952,194262
Palestine,PSE,2007,102295,1549313,1663570,179318
Palestine,PSE,2009,22503,1393881,2004255,268460
Palestine,PSE,2010,24522,1418687,2053098,289854
Palestine,PSE,2011,14538,1436346,2127036,305066
Palestine,PSE,2016,61070,1673945,2386864,310997
Palestine,PSE,2023,107103,1929347,2709205,420120
Panama,PAN,1979,299120,840911,619457,152064
Panama,PAN,1989,715678,894942,613455,179745
Panama,PAN,1991,680320,942678,681595,203672
Panama,PAN,1995,575336,962930,886064,300227
Panama,PAN,1997,564723,1050183,879664,342125
Panama,PAN,1998,572099,1096773,906200,318842
Panama,PAN,1999,522932,1109727,956486,362677
Panama,PAN,2000,492048,1122317,1010070,385934
Panama,PAN,2001,637979,1120960,977572,333026
Panama,PAN,2002,538571,1180381,1033966,376426
Panama,PAN,2003,535780,1181171,1063092,409764
Panama,PAN,2004,505349,1192285,1118136,435385
Panama,PAN,2005,481781,1251286,1148226,431733
Panama,PAN,2006,530516,1235658,1167263,441587
Panama,PAN,2007,445916,1209420,1318948,463206
Panama,PAN,2008,315116,1102721,1493151,589660
Panama,PAN,2009,236877,1190551,1533299,603654
Panama,PAN,2010,277895,1096814,1601179,652647
Panama,PAN,2011,224610,1011557,1692787,764551
Panama,PAN,2012,279624,978142,1713320,788170
Panama,PAN,2013,226379,1022651,1728040,848259
Panama,PAN,2014,248314,937931,1819722,886134
Panama,PAN,2015,189467,911069,1838836,1020663
Panama,PAN,2016,193316,864078,1826171,1145521
Panama,PAN,2017,175284,879265,1894567,1149591
Panama,PAN,2018,156149,812253,1915845,1283613
Panama,PAN,2019,123473,850333,1936753,1324141
Panama,PAN,2021,143420,985213,2049024,1167748
Panama,PAN,2023,166417,964605,2077430,1250307
Panama,PAN,2024,141149,999704,2029645,1345079
Papua New Guinea,PNG,1996,3022990,1585688,197514,7169
Papua New Guinea,PNG,2009,3946359,3240632,364871,6723
Paraguay,PRY,1990,102780,1494313,1958032,480622
Paraguay,PRY,1995,838318,1730954,1533207,477327
Paraguay,PRY,1997,714772,1666193,1776398,637049
Paraguay,PRY,1999,752264,1968346,1736010,546515
Paraguay,PRY,2001,698805,2112814,1828844,547226
Paraguay,PRY,2002,1030539,2363488,1532308,334993
Paraguay,PRY,2003,736534,2440324,1688180,461398
Paraguay,PRY,2004,577555,2578933,1813476,418211
Paraguay,PRY,2005,547661,2511636,1890040,498760
Paraguay,PRY,2006,774951,2467226,1834932,428039
Paraguay,PRY,2007,698324,2401779,1988503,470780
Paraguay,PRY,2008,444211,2521501,2101715,546147
Paraguay,PRY,2009,517728,2377162,2284338,492008
Paraguay,PRY,2010,538347,2229382,2381120,589122
Paraguay,PRY,2011,520021,2099154,2463074,732377
Paraguay,PRY,2012,379640,2066847,2697179,753342
Paraguay,PRY,2013,246049,1974481,2799615,962300
Paraguay,PRY,2014,258986,1913174,2934414,963237
Paraguay,PRY,2015,259370,1968164,2924553,1007016
Paraguay,PRY,2016,260540,2143774,2915671,929141
Paraguay,PRY,2017,150548,2129076,3133815,925221
Paraguay,PRY,2018,197508,1963664,3214577,1051633
Paraguay,PRY,2019,159221,1958882,3267635,1129320
Paraguay,PRY,2020,168734,2279216,3254712,901077
Paraguay,PRY,2021,124292,2292617,3376149,891124
Paraguay,PRY,2022,218516,2121770,3380076,1040102
Paraguay,PRY,2023,163776,1963233,3607044,1110093
Paraguay,PRY,2024,145882,1849775,3768295,1165201
Peru,PER,1997,6789788,11510900,5883442,1090018
Peru,PER,1998,6618335,12273806,5474671,1371284
Peru,PER,1999,6886066,12377630,5557144,1365664
Peru,PER,2000,6793644,12953994,5918724,931970
Peru,PER,2001,7387512,12999794,5647661,929633
Peru,PER,2002,6656300,13015749,6345153,1271014
Peru,PER,2003,6193676,13506508,6454834,1425472
Peru,PER,2004,6558688,13530903,6651620,1110979
Peru,PER,2005,7130733,13581495,6335259,1053693
Peru,PER,2006,6188125,13212918,7582322,1341127
Peru,PER,2007,5390394,12771653,8719453,1649200
Peru,PER,2008,4540167,12627567,9841894,1709412
Peru,PER,2009,3951148,12873051,10271078,1801535
Peru,PER,2010,3257798,12649871,11289284,1889067
Peru,PER,2011,3030021,12121593,12187742,1964730
Peru,PER,2012,2815334,11612168,12839105,2283759
Peru,PER,2013,2569280,11835305,12997809,2415526
Peru,PER,2014,2407252,11889633,13404396,2414545
Peru,PER,2015,2423835,12039054,13549478,2445233
Peru,PER,2016,2305520,11851788,13943805,2765381
Peru,PER,2017,2291103,12228764,14155410,2649359
Peru,PER,2018,1937858,12273369,14726397,2959960
Peru,PER,2019,1758509,12263760,15449006,2978029
Peru,PER,2020,3385052,15607209,11990815,1855504
Peru,PER,2021,1720739,14854653,14534840,2045650
Peru,PER,2022,1620487,14664812,14933913,2256226
Peru,PER,2023,1989695,14391128,15090966,2373827
Peru,PER,2024,1758990,14027548,15978642,2452668
Philippines,PHL,1985,23928765,27175292,3746752,362199
Philippines,PHL,1988,24492682,30056058,4892511,297801
Philippines,PHL,1991,26162370,31539576,6011371,668931
Philippines,PHL,1994,26747045,34805046,6803922,663275
Philippines,PHL,1997,22710943,39280995,10778737,1138133
Philippines,PHL,2000,22921265,45047591,10652974,1003570
Philippines,PHL,2003,22248292,49289483,12152910,1041147
Philippines,PHL,2006,24935222,49643133,13732840,1197789
Philippines,PHL,2009,22122020,55817764,15060110,1384354
Philippines,PHL,2012,24981294,57953415,15753189,1487614
Philippines,PHL,2015,19945071,65123531,18698311,1546079
Philippines,PHL,2018,14679164,72625290,20632189,1528645
Philippines,PHL,2021,17752037,75639644,18497083,1212188
Philippines,PHL,2023,13248946,81162245,19327208,1152801
Poland,POL,1985,0,7376390,27674480,2151014
Poland,POL,1986,183990,8145920,26409079,2717131
Poland,POL,1987,0,7231888,28015984,2420172
Poland,POL,1989,0,2721082,27027469,8212977
Poland,POL,1992,85786,6911131,27335426,4031325
Poland,POL,1995,964015,12542976,22578899,2509110
Poland,POL,1999,384719,8506417,25806222,3962914
Poland,POL,2004,1087778,8810364,22476471,5807611
Poland,POL,2005,526204,7722749,23340299,6576192
Poland,POL,2006,355160,6090661,24269233,7426214
Poland,POL,2007,221425,4377147,24004495,9517493
Poland,POL,2008,122993,3536067,23064497,11402203
Poland,POL,2009,210255,3210905,23103121,11627323
Poland,POL,2010,217141,2858728,22736875,12230048
Poland,POL,2011,213012,3030392,22246763,12573089
Poland,POL,2012,162669,3151401,22176625,12572469
Poland,POL,2013,216213,2899292,21785803,13138888
Poland,POL,2014,215244,2580439,21524731,13691322
Poland,POL,2015,198916,2167696,19948341,15671459
Poland,POL,2016,137093,1423116,19415934,16993945
Poland,POL,2017,160703,1085164,18187289,18541668
Poland,POL,2018,116208,986854,16439006,20432684
Poland,POL,2019,38900,576756,13713047,23636773
Poland,POL,2020,70930,577255,12492661,24374902
Poland,POL,2021,42268,553803,10732594,25652895
Poland,POL,2022,119271,598342,10373963,25730172
Poland,POL,2023,89564,421869,10016284,26159635
Portugal,PRT,2003,113229,731539,5578838,4035215
Portugal,PRT,2004,69706,731412,5632172,4050571
Portugal,PRT,2005,73981,609019,5770879,4049451
Portugal,PRT,2006,18455,641682,5513202,4348949
Portugal,PRT,2007,64786,464555,5430901,4582722
Portugal,PRT,2008,36730,535487,5474655,4511305
Portugal,PRT,2009,18002,480822,5145311,4924112
Portugal,PRT,2010,23226,524201,5334810,4690863
Portugal,PRT,2011,65834,674307,5496645,4320774
Portugal,PRT,2012,92782,835268,5606870,3979924
Portugal,PRT,2013,109143,882763,5407594,4057795
Portugal,PRT,2014,80785,825231,5367867,4127179
Portugal,PRT,2015,75641,659896,5145777,4476762
Portugal,PRT,2016,42341,614224,5099771,4569116
Portugal,PRT,2017,45407,438220,5097494,4719179
Portugal,PRT,2018,39324,389325,4721869,5133304
Portugal,PRT,2019,19021,329037,4148850,5789355
Portugal,PRT,2020,65570,406202,3893888,5931421
Portugal,PRT,2021,33928,290618,4177789,5859496
Portugal,PRT,2022,23451,444195,4204402,5762284
Portugal,PRT,2023,43716,298756,3942658,6293044
Qatar,QAT,2017,0,0,276014,2287263
Romania,ROU,1989,0,2562584,18376069,2222805
Romania,ROU,1992,0,8517540,13907705,369039
Romania,ROU,1994,4185087,16952192,1592933,0
Romania,ROU,1995,793221,12532901,9017558,340590
Romania,ROU,1997,958283,13926836,7386874,281985
Romania,ROU,2006,2347214,9752284,8346104,748158
Romania,ROU,2007,1700557,9016832,9315615,849978
Romania,ROU,2008,1241655,7633356,10532939,1129926
Romania,ROU,2009,1088709,7353898,10779198,1145683
Romania,ROU,2010,1273780,7577864,10492745,902483
Romania,ROU,2011,1433912,8191721,9800786,721109
Romania,ROU,2012,1678495,7720722,9911692,747127
Romania,ROU,2013,1747437,7327387,10208132,700736
Romania,ROU,2014,1769097,6707842,10675612,756429
Romania,ROU,2015,1505936,6269888,10977064,1062728
Romania,ROU,2016,1028924,5196836,11933185,1543323
Romania,ROU,2017,958919,3769925,11326120,3533752
Romania,ROU,2018,727986,3010919,11085260,4649805
Romania,ROU,2019,599060,2574102,10779627,5418859
Romania,ROU,2020,468002,2225609,9667921,6903718
Romania,ROU,2021,387983,1512973,9361726,7859378
Romania,ROU,2022,276738,1984805,8344076,8442883
Romania,ROU,2023,133445,1152675,8324646,9448714
Russia,RUS,1993,9235621,57005204,66839112,15378847
Russia,RUS,1996,10557890,55010375,67885493,14706370
Russia,RUS,1997,4035957,59482985,73442799,10953619
Russia,RUS,1998,5905955,66312292,66554222,8898315
Russia,RUS,1999,10626104,79484575,53107675,3996430
Russia,RUS,2000,7513887,74667430,59273067,5142480
Russia,RUS,2001,4648191,67427153,66121813,7779323
Russia,RUS,2002,2954801,61254570,70370107,10727018
Russia,RUS,2003,3079284,56863513,69333653,15372174
Russia,RUS,2004,2613561,51898727,71812200,17742824
Russia,RUS,2005,2030839,46192958,73652238,21642781
Russia,RUS,2006,1303084,39691550,76923675,25131323
Russia,RUS,2007,636300,31941651,79046804,31180365
Russia,RUS,2008,261755,23952010,82431652,36096951
Russia,RUS,2009,229403,24003755,84713465,33838721
Russia,RUS,2010,274689,19541120,84159447,38874216
Russia,RUS,2011,139015,17521524,84706178,40651475
Russia,RUS,2012,134123,15854599,84078224,43311502
Russia,RUS,2013,84463,14774722,84138802,44807645
Russia,RUS,2014,78887,14355466,85609895,44192968
Russia,RUS,2015,127911,15865747,89109306,39537756
Russia,RUS,2016,92756,16744579,88830654,39347467
Russia,RUS,2017,147000,16617399,89810211,38718654
Russia,RUS,2018,138465,15340725,91262432,38656490
Russia,RUS,2019,111058,13904213,89527945,41910080
Russia,RUS,2020,60539,13519056,93931271,37734286
Rwanda,RWA,2000,6784086,1227730,209300,20617
Rwanda,RWA,2005,6851006,1987228,339103,60729
Rwanda,RWA,2010,7388221,2686751,390990,64220
Rwanda,RWA,2013,7370212,3410707,452731,63253
Rwanda,RWA,2016,7748723,3829988,497264,61023
Rwanda,RWA,2023,5469191,7690941,898881,128072
Rwanda (rural),,1984,4338249,1507132,54991,0
Saint Lucia,LCA,1995,61542,74574,11146,946
Saint Lucia,LCA,2015,11237,39313,80072,44861
Samoa,WSM,2002,10862,105218,59492,8899
Samoa,WSM,2008,7115,109828,62554,10610
Samoa,WSM,2013,8860,113470,67938,8442
Sao Tome and Principe,STP,2000,25085,99846,20038,227
Sao Tome and Principe,STP,2010,34451,128971,18364,16
Sao Tome and Principe,STP,2017,26919,136628,38440,4983
Senegal,SEN,1991,6185626,1574524,210785,28477
Senegal,SEN,1994,6280395,2235997,167263,14351
Senegal,SEN,2001,6575775,3386906,290701,38074
Senegal,SEN,2005,6132504,4831964,466704,15998
Senegal,SEN,2011,6959809,5374744,707879,18428
Senegal,SEN,2018,3089557,10555523,2318421,170209
Senegal,SEN,2021,3135018,11934968,2303258,153090
Serbia,SRB,2012,514615,2206081,3775487,705314
Serbia,SRB,2013,561470,2364731,3726245,514107
Serbia,SRB,2014,633221,2354024,3629266,515276
Serbia,SRB,2015,596715,2229399,3781063,488206
Serbia,SRB,2016,571227,2038714,3855771,592610
Serbia,SRB,2017,466607,1892567,4145803,515881
Serbia,SRB,2018,290058,1636363,4313160,743023
Serbia,SRB,2019,189207,1257926,4526384,971718
Serbia,SRB,2020,140507,1124126,4567948,1066545
Serbia,SRB,2021,115932,901127,4651128,1166139
Serbia,SRB,2022,135893,865754,4356918,1305884
Seychelles,SYC,1999,1422,20135,45223,14077
Seychelles,SYC,2006,519,26371,45458,12438
Seychelles,SYC,2013,1418,14636,57008,16887
Seychelles,SYC,2018,652,11915,59597,24667
Sierra Leone,SLE,2003,3778485,1294617,148989,103
Sierra Leone,SLE,2011,3429799,2745998,209933,1521
Sierra Leone,SLE,2018,3134026,4012110,387068,21359
Slovakia,SVK,1992,0,450627,4641806,212583
Slovakia,SVK,1996,93845,711823,4204275,363418
Slovakia,SVK,2004,10867,809475,4129254,422684
Slovakia,SVK,2005,13663,562306,4142363,654475
Slovakia,SVK,2006,17210,370641,4103361,881842
Slovakia,SVK,2007,30570,299546,4045020,999486
Slovakia,SVK,2008,27803,324571,3822143,1204716
Slovakia,SVK,2009,32823,310949,3520514,1522120
Slovakia,SVK,2010,32151,317936,3432704,1608637
Slovakia,SVK,2011,32700,253345,3260972,1851367
Slovakia,SVK,2012,27286,349548,3523007,1507738
Slovakia,SVK,2013,23803,359237,3471413,1558940
Slovakia,SVK,2014,48193,369315,3448848,1552293
Slovakia,SVK,2015,43275,330299,3444168,1606059
Slovakia,SVK,2016,83841,256137,3411912,1678908
Slovakia,SVK,2017,31339,229638,3278024,1900231
Slovakia,SVK,2018,27682,250302,2998344,2170443
Slovakia,SVK,2019,12631,204347,2916476,2320693
Slovakia,SVK,2020,16105,251083,3050954,2140685
Slovakia,SVK,2021,18740,210138,3161310,2057059
Slovakia,SVK,2022,37786,405802,3264945,1723219
Slovakia,SVK,2023,24536,344024,3467833,1590347
Slovenia,SVN,1987,0,0,486699,1503077
Slovenia,SVN,1993,0,62879,1420693,508174
Slovenia,SVN,1997,4597,39045,1142569,799745
Slovenia,SVN,1999,4902,43942,1115797,818404
Slovenia,SVN,2004,2260,19011,749066,1226675
Slovenia,SVN,2005,2490,15939,685660,1296385
Slovenia,SVN,2006,1585,11241,620793,1373249
Slovenia,SVN,2007,714,12180,534390,1470838
Slovenia,SVN,2008,0,10566,474625,1536125
Slovenia,SVN,2009,327,11179,498601,1529562
Slovenia,SVN,2010,188,6251,496823,1545321
Slovenia,SVN,2011,0,10418,501641,1540784
Slovenia,SVN,2012,540,17230,582276,1457113
Slovenia,SVN,2013,448,21976,603168,1434361
Slovenia,SVN,2014,0,15540,555715,1490725
Slovenia,SVN,2015,100,16636,555427,1491368
Slovenia,SVN,2016,0,10044,494906,1560092
Slovenia,SVN,2017,0,7063,445795,1613530
Slovenia,SVN,2018,0,6449,377668,1689777
Slovenia,SVN,2019,0,5841,349873,1732671
Slovenia,SVN,2020,0,4947,280665,1816807
Slovenia,SVN,2021,0,6115,232539,1869425
Slovenia,SVN,2022,0,5865,234168,1872043
Slovenia,SVN,2023,0,5038,228184,1887239
Solomon Islands,SLB,2005,303062,160471,21940,1864
Solomon Islands,SLB,2012,237966,317512,33102,1884
South Africa,ZAF,1993,19318324,15137120,6740933,2100779
South Africa,ZAF,2000,22740494,16442362,6643681,1638491
South Africa,ZAF,2005,20841659,18072642,6564161,4011570
South Africa,ZAF,2008,15601076,21464548,9152922,5307378
South Africa,ZAF,2010,15462233,21357223,9693194,5831402
South Africa,ZAF,2014,17643873,22487896,10602803,5797088
South Asia (WB),WB_SA,1990,503327269,492503667,17214654,251434
South Asia (WB),WB_SA,1991,513695838,504504007,16526107,332224
South Asia (WB),WB_SA,1992,517287428,522815876,16520696,450560
South Asia (WB),WB_SA,1993,519408913,542363255,16930539,553613
South Asia (WB),WB_SA,1994,522456279,560203846,17967846,677501
South Asia (WB),WB_SA,1995,529249893,573627347,19789209,849071
South Asia (WB),WB_SA,1996,536194239,587377373,21444454,982526
South Asia (WB),WB_SA,1997,546024742,598663009,22894102,1044067
South Asia (WB),WB_SA,1998,555619396,610375289,24281516,1129751
South Asia (WB),WB_SA,1999,561768911,625298257,26021040,1175600
South Asia (WB),WB_SA,2000,570310559,638040083,27568818,1266076
South Asia (WB),WB_SA,2001,579922684,649915071,28989288,1321949
South Asia (WB),WB_SA,2002,589624797,660931605,30571560,1456870
South Asia (WB),WB_SA,2003,594535318,675733944,32501764,1576750
South Asia (WB),WB_SA,2004,596443576,693193098,34584680,1729238
South Asia (WB),WB_SA,2005,583767306,724153980,37098187,1866927
South Asia (WB),WB_SA,2006,556647428,768862126,39605302,2072472
South Asia (WB),WB_SA,2007,528490565,813463477,42854179,2141283
South Asia (WB),WB_SA,2008,517901568,841393249,44588140,2164147
South Asia (WB),WB_SA,2009,493234581,882109690,47900133,2125836
South Asia (WB),WB_SA,2010,439169112,946937273,56542381,2318274
South Asia (WB),WB_SA,2011,403370761,991077100,66970116,2954631
South Asia (WB),WB_SA,2012,374295025,1031090785,74728213,3439001
South Asia (WB),WB_SA,2013,342112712,1075252195,80637323,3659722
South Asia (WB),WB_SA,2014,304377542,1123424230,88132601,3904859
South Asia (WB),WB_SA,2015,263301619,1172780776,97183504,4104213
South Asia (WB),WB_SA,2016,223439610,1218809352,108413357,4449489
South Asia (WB),WB_SA,2017,187858216,1258165243,121747527,4749462
South Asia (WB),WB_SA,2018,158022203,1289862273,136023053,5257143
South Asia (WB),WB_SA,2019,139883251,1314865341,145395513,5268887
South Asia (WB),WB_SA,2020,152216756,1325944498,138225624,4686530
South Asia (WB),WB_SA,2021,128660021,1348613692,152408135,5103560
South Asia (WB),WB_SA,2022,101008024,1368771097,172642917,5587562
South Asia (WB),WB_SA,2023,77742412,1380207849,198430707,6199640
South Asia (WB),WB_SA,2024,63559592,1381676028,225036085,7112871
South Asia (WB),WB_SA,2025,52748896,1379440841,252380034,7954773
South Korea,KOR,2006,238414,1691570,18171227,28337081
South Korea,KOR,2008,233274,1604835,17658625,29557974
South Korea,KOR,2010,245739,1609068,17712610,29986695
South Korea,KOR,2012,249471,1507215,15562029,32881137
South Korea,KOR,2014,119581,1275615,14335771,35015693
South Korea,KOR,2016,126657,897411,12802050,37391686
South Korea,KOR,2017,123437,903435,11938612,38396428
South Korea,KOR,2018,128327,516127,11217211,39723391
South Korea,KOR,2019,127650,389707,10091812,41155655
South Korea,KOR,2020,0,381971,8943886,42510383
South Korea,KOR,2021,128784,253820,8026398,43360538
South Sudan,SSD,2009,4148243,4130093,922060,43160
South Sudan,SSD,2016,8066919,2324188,147429,6092
Spain,ESP,1980,279357,4968348,23615936,8627523
Spain,ESP,1985,175755,5111296,24909953,8272508
Spain,ESP,1990,192170,2042670,21859845,14772635
Spain,ESP,1993,586878,2157181,19294957,17322248
Spain,ESP,1994,492517,2374022,18784729,17897840
Spain,ESP,1995,588846,2475850,19275585,17383767
Spain,ESP,1996,594804,2982313,18559152,17753583
Spain,ESP,1997,394965,2393775,17940857,19327791
Spain,ESP,1998,383211,1627215,17175968,21037114
Spain,ESP,1999,290833,1319292,15847529,22929222
Spain,ESP,2000,370259,1236355,14517764,24443486
Spain,ESP,2003,383167,997787,12908754,27897936
Spain,ESP,2004,436065,1126069,13706412,27653350
Spain,ESP,2005,374006,1188909,12855477,29234764
Spain,ESP,2006,392573,1458171,12911533,29635043
Spain,ESP,2007,252858,946856,10208147,33818943
Spain,ESP,2008,256760,1006965,9925145,34765234
Spain,ESP,2009,401038,1215950,9832974,34912982
Spain,ESP,2010,349100,1457995,11446518,33323283
Spain,ESP,2011,603089,1489062,12423947,32226598
Spain,ESP,2012,476654,1917719,13081814,31296869
Spain,ESP,2013,610098,1993872,13702311,30297915
Spain,ESP,2014,440232,2499316,12885025,30636159
Spain,ESP,2015,489473,1869808,13099377,30963646
Spain,ESP,2016,603574,1817637,11881800,32155129
Spain,ESP,2017,388097,1498386,11675051,33009698
Spain,ESP,2018,457225,1461259,11695245,33168283
Spain,ESP,2019,421333,1424850,10450721,34821596
Spain,ESP,2020,519459,1523013,10878624,34438328
Spain,ESP,2021,312081,1120603,10363000,35648136
Spain,ESP,2022,375230,1147017,10025996,36237861
Spain,ESP,2023,393266,1050858,9764416,37139372
Sri Lanka,LKA,1985,4390757,10123752,988920,40725
Sri Lanka,LKA,1990,3836192,11407253,1103349,67112
Sri Lanka,LKA,1995,4084658,11819533,1727200,103153
Sri Lanka,LKA,2002,4101373,12682046,2752307,270026
Sri Lanka,LKA,2006,2483512,13828333,3727899,382734
Sri Lanka,LKA,2009,1625055,14969765,3904289,318653
Sri Lanka,LKA,2012,1328234,14231421,4782063,535510
Sri Lanka,LKA,2016,808628,13560659,6088465,751248
Sri Lanka,LKA,2019,589870,13645289,6799002,768839
Sub-Saharan Africa (WB),WB_SSA,1990,320729400,164926137,31008427,4650756
Sub-Saharan Africa (WB),WB_SSA,1991,336291816,163701681,30990216,4637951
Sub-Saharan Africa (WB),WB_SSA,1992,351426592,163646862,30706422,4494236
Sub-Saharan Africa (WB),WB_SSA,1993,365211136,166957829,29203329,4198458
Sub-Saharan Africa (WB),WB_SSA,1994,375490825,171326537,29665936,4318622
Sub-Saharan Africa (WB),WB_SSA,1995,384588955,175927554,31120680,4745083
Sub-Saharan Africa (WB),WB_SSA,1996,391471759,182974205,33013412,5094608
Sub-Saharan Africa (WB),WB_SSA,1997,399409244,189855336,34424890,5164354
Sub-Saharan Africa (WB),WB_SSA,1998,409850348,196225722,34752231,4975283
Sub-Saharan Africa (WB),WB_SSA,1999,418759923,205015475,34718580,4763238
Sub-Saharan Africa (WB),WB_SSA,2000,425506623,215516752,35498597,4603148
Sub-Saharan Africa (WB),WB_SSA,2001,428844255,228821825,37284170,4638358
Sub-Saharan Africa (WB),WB_SSA,2002,437764387,237416965,38429361,5051431
Sub-Saharan Africa (WB),WB_SSA,2003,442571514,251251515,39255497,5237634
Sub-Saharan Africa (WB),WB_SSA,2004,432759660,277821283,41975311,6096866
Sub-Saharan Africa (WB),WB_SSA,2005,432562446,295720089,44385083,6997470
Sub-Saharan Africa (WB),WB_SSA,2006,432520901,312543951,48307081,7897443
Sub-Saharan Africa (WB),WB_SSA,2007,436327510,327584821,51532888,8119645
Sub-Saharan Africa (WB),WB_SSA,2008,437057870,345381404,55741877,8475745
Sub-Saharan Africa (WB),WB_SSA,2009,444723880,359283876,57818339,8521169
Sub-Saharan Africa (WB),WB_SSA,2010,442843030,380798532,61841539,9183587
Sub-Saharan Africa (WB),WB_SSA,2011,446222505,398779587,65125562,9400474
Sub-Saharan Africa (WB),WB_SSA,2012,447419457,419530773,68351559,9668515
Sub-Saharan Africa (WB),WB_SSA,2013,450485472,438199595,72651361,9896468
Sub-Saharan Africa (WB),WB_SSA,2014,456268068,454793661,76730954,10168341
Sub-Saharan Africa (WB),WB_SSA,2015,466235431,468608565,80013108,10394032
Sub-Saharan Africa (WB),WB_SSA,2016,477249663,483191577,81828049,10554839
Sub-Saharan Africa (WB),WB_SSA,2017,486933707,499614136,83646363,10747490
Sub-Saharan Africa (WB),WB_SSA,2018,495342826,518122118,85511016,11021096
Sub-Saharan Africa (WB),WB_SSA,2019,505810593,535922445,86403177,11179369
Sub-Saharan Africa (WB),WB_SSA,2020,542357469,535967928,80296675,10393352
Sub-Saharan Africa (WB),WB_SSA,2021,558639084,549465263,80050403,10857218
Sub-Saharan Africa (WB),WB_SSA,2022,569986430,566284419,81962399,10975328
Sub-Saharan Africa (WB),WB_SSA,2023,585990515,580295231,82494943,11121647
Sub-Saharan Africa (WB),WB_SSA,2024,593716749,599527015,86413246,11401678
Sub-Saharan Africa (WB),WB_SSA,2025,598088052,621797985,91139065,11773362
Sudan,SDN,2009,4524854,22444599,7307835,291824
Sudan,SDN,2014,3921138,28224763,6321266,356153
Suriname,SUR,2022,13573,155804,368177,85610
Suriname (urban),,1999,63845,114703,94030,37319
Sweden,SWE,1975,40879,102398,4504779,3544381
Sweden,SWE,1981,41508,145616,3952062,4181317
Sweden,SWE,1987,20680,104379,3590685,4682060
Sweden,SWE,1992,21108,108604,2492101,6046254
Sweden,SWE,1995,44134,154450,2934737,5693618
Sweden,SWE,2000,22142,43589,2240838,6565540
Sweden,SWE,2001,22122,44054,1935300,6894484
Sweden,SWE,2002,0,66802,1806976,7051180
Sweden,SWE,2003,31680,97207,2121458,6707884
Sweden,SWE,2004,40864,86991,2085965,6779711
Sweden,SWE,2005,102783,89141,1969875,6867773
Sweden,SWE,2006,37491,89415,1681219,7272380
Sweden,SWE,2007,41843,73240,1512391,7520618
Sweden,SWE,2008,60764,74087,1400385,7684401
Sweden,SWE,2009,49008,95291,1403432,7750784
Sweden,SWE,2010,59901,91124,1293357,7933744
Sweden,SWE,2011,62182,94064,1283325,8009642
Sweden,SWE,2012,45193,107548,1217680,8148953
Sweden,SWE,2013,62486,114599,1306877,8116417
Sweden,SWE,2014,51032,86141,1173684,8385253
Sweden,SWE,2015,63615,71340,1146540,8517691
Sweden,SWE,2016,41936,95600,1167919,8617630
Sweden,SWE,2017,26703,72914,1137147,8820934
Sweden,SWE,2018,87343,102732,1138846,8846293
Sweden,SWE,2019,37014,80448,1132905,9028520
Sweden,SWE,2020,46720,66465,1046298,9193959
