pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_year
Kepler-1529 b,2.1,0.15,-0.11,5.06,NA,NA,Transit,2016
Kepler-1090 b,2.25,0.21,-0.17,5.69,NA,NA,Transit,2016
Kepler-1619 b,0.76,0.15,-0.08,0.363,NA,NA,Transit,2016
Kepler-1477 b,1.18,0.09,-0.09,1.76,NA,NA,Transit,2016
Kepler-598 b,1.5,0.12,-0.09,2.86,NA,NA,Transit,2016
Kepler-1530 b,1.64,0.21,-0.11,3.33,NA,NA,Transit,2016
Kepler-1530 c,1.65,0.24,-0.11,3.36,NA,NA,Transit,2016
Kepler-692 b,3.11,0.37,-0.23,9.85,NA,NA,Transit,2016
Kepler-1622 b,1.47,0.68,-0.27,2.76,NA,NA,Transit,2016
Kepler-1479 b,1.83,0.3,-0.16,4.01,NA,NA,Transit,2016
Kepler-1480 b,1.67,0.11,-0.08,3.43,NA,NA,Transit,2016
Kepler-969 c,0.99,0.02,-0.05,0.937,NA,NA,Transit,2016
Kepler-990 c,1.53,0.35,-0.19,2.96,NA,NA,Transit,2016
Kepler-1093 c,1.96,0.72,-0.27,4.5,NA,NA,Transit,2016
Kepler-1531 b,1.11,0.48,-0.18,1.41,NA,NA,Transit,2016
Kepler-631 b,2.9,0.32,-0.23,8.75,NA,NA,Transit,2016
Kepler-1623 b,1.31,0.31,-0.18,2.27,NA,NA,Transit,2016
Kepler-1481 b,1.23,0.08,-0.06,2.04,NA,NA,Transit,2016
Kepler-1483 b,1.52,0.66,-0.3,2.92,NA,NA,Transit,2016
Kepler-636 b,4.45,0.14,-0.13,18.1,NA,NA,Transit,2016
Kepler-489 b,7.72,0.17,-0.2,46.1,NA,NA,Transit,2016
Kepler-1016 c,3.68,0.65,-0.37,13.1,NA,NA,Transit,2016
Kepler-705 b,2.11,0.1,-0.08,5.1,NA,NA,Transit,2016
Kepler-1536 b,3.14,0.36,-0.53,10,NA,NA,Transit,2016
Kepler-632 b,2.21,0.33,-0.08,5.52,NA,NA,Transit,2016
Kepler-545 b,2.69,0.3,-0.21,7.7,NA,NA,Transit,2016
Kepler-1486 b,2.32,0.58,-0.29,5.99,NA,NA,Transit,2016
Kepler-342 e,0.88,0.08,-0.06,0.615,NA,NA,Transit,2016
Kepler-582 b,3.68,0.55,-0.34,13.1,NA,NA,Transit,2016
Kepler-1409 b,1.04,0.08,-0.07,1.12,NA,NA,Transit,2016
Kepler-1444 b,2.18,0.41,-0.19,5.39,NA,NA,Transit,2016
Kepler-581 b,2.63,0.56,-0.29,7.41,NA,NA,Transit,2016
Kepler-1516 b,1.75,0.49,-0.19,3.71,NA,NA,Transit,2016
Kepler-600 b,2.9,0.21,-0.39,8.75,NA,NA,Transit,2016
Kepler-1537 b,1.18,0.06,-0.09,1.76,NA,NA,Transit,2016
Kepler-1447 b,2.9,0.5,-0.24,8.75,NA,NA,Transit,2016
Kepler-1488 b,1.86,0.42,-0.37,4.12,NA,NA,Transit,2016
WASP-156 b,6.02802815,0.12763915,-0.12019801,41.8,2.9,-2.9,Transit,2017
Kepler-1538 b,2.82,0.7,-0.31,8.35,NA,NA,Transit,2016
Kepler-1448 b,1.61,0.21,-0.16,3.22,NA,NA,Transit,2016
Kepler-1493 b,1.41,0.27,-0.23,2.57,NA,NA,Transit,2016
Kepler-1519 b,7.06,0.81,-0.54,39.6,NA,NA,Transit,2016
Kepler-688 b,9.76,1.76,-0.97,68.7,NA,NA,Transit,2016
Kepler-1450 b,1.71,0.13,-0.11,3.57,NA,NA,Transit,2016
Kepler-1494 b,3.07,0.46,-0.57,9.64,NA,NA,Transit,2016
Kepler-1495 b,2.94,0.72,-0.32,8.96,NA,NA,Transit,2016
Kepler-1520 b,5.77,0.22,-0.3,28.1,NA,NA,Transit,2016
Kepler-637 b,4.75,0.51,-0.56,20.2,NA,NA,Transit,2016
Kepler-1607 b,0.92,0.33,-0.14,0.721,NA,NA,Transit,2016
Kepler-1496 b,2.22,0.91,-0.36,5.56,NA,NA,Transit,2016
Kepler-937 c,2.67,0.91,-0.39,7.61,NA,NA,Transit,2016
Kepler-1065 c,1.6,0.24,-0.17,3.19,NA,NA,Transit,2016
Kepler-1067 b,0.8,0.12,-0.06,0.437,NA,NA,Transit,2016
Kepler-578 b,2,0.18,-0.22,4.66,NA,NA,Transit,2016
Kepler-689 b,2.89,0.35,-0.23,8.7,NA,NA,Transit,2016
Kepler-1460 b,1.96,0.14,-0.13,4.5,NA,NA,Transit,2016
Kepler-1498 b,1.33,0.11,-0.09,2.33,NA,NA,Transit,2016
Kepler-1073 c,1.64,0.34,-0.18,3.33,NA,NA,Transit,2016
Kepler-701 b,2.84,0.22,-0.45,8.45,NA,NA,Transit,2016
Kepler-1611 b,0.81,0.16,-0.07,0.457,NA,NA,Transit,2016
Kepler-624 b,2.31,0.33,-0.24,5.95,NA,NA,Transit,2016
Kepler-1462 b,3.82,0.82,-0.39,14,NA,NA,Transit,2016
Kepler-1500 b,1.2,0.22,-0.15,1.87,NA,NA,Transit,2016
Kepler-1522 b,1.73,0.23,-0.14,3.64,NA,NA,Transit,2016
Kepler-625 b,1.99,0.06,-0.05,4.62,NA,NA,Transit,2016
Kepler-1612 b,1.03,0.18,-0.11,1.08,NA,NA,Transit,2016
Kepler-1464 b,1.66,0.29,-0.16,3.39,NA,NA,Transit,2016
Kepler-1464 c,1,0.22,-0.11,0.972,NA,NA,Transit,2016
Kepler-1504 b,2.13,0.23,-0.19,5.18,NA,NA,Transit,2016
Kepler-1505 b,0.93,0.05,-0.05,0.749,NA,NA,Transit,2016
Kepler-1523 b,1.58,0.27,-0.15,3.12,NA,NA,Transit,2016
Kepler-1085 b,7.22,1.77,-0.74,41.2,NA,NA,Transit,2016
Kepler-1613 b,2.08,0.44,-0.51,4.98,NA,NA,Transit,2016
Kepler-1614 b,1.49,0.12,-0.15,2.83,NA,NA,Transit,2016
Kepler-1468 b,1.73,0.41,-0.19,3.64,NA,NA,Transit,2016
Kepler-1507 b,0.84,0.09,-0.09,0.52,NA,NA,Transit,2016
Kepler-1509 b,1.85,0.37,-0.16,4.08,NA,NA,Transit,2016
Kepler-1086 c,2.94,0.11,-0.13,8.96,NA,NA,Transit,2016
Kepler-1524 b,3.54,1.47,-0.54,12.3,NA,NA,Transit,2016
Kepler-1616 b,1.02,0.47,-0.15,1.04,NA,NA,Transit,2016
Kepler-1645 b,1.78,0.43,-0.2,3.82,NA,NA,Transit,2016
Kepler-741 b,2.97,1.01,-0.35,9.11,NA,NA,Transit,2016
Kepler-564 b,4.63,0.66,-0.36,19.4,NA,NA,Transit,2016
Kepler-594 b,2.18,0.22,-0.15,5.39,NA,NA,Transit,2016
Kepler-154 d,3.84,0.32,-0.24,14.1,NA,NA,Transit,2016
Kepler-642 b,2.9,1.3,-0.56,8.75,NA,NA,Transit,2016
Kepler-643 b,10.16,0.35,-0.27,321.0083,63.566,-63.566,Transit,2016
Kepler-726 b,3.26,0.32,-0.35,10.7,NA,NA,Transit,2016
Kepler-1143 c,3.6,0.51,-0.35,12.6,NA,NA,Transit,2016
Kepler-148 d,8.68,0.52,-0.42,56.3,NA,NA,Transit,2016
Kepler-673 b,6.54,0.53,-0.48,34.8,NA,NA,Transit,2016
Kepler-674 b,1.69,0.1,-0.07,3.5,NA,NA,Transit,2016
Kepler-712 b,3.41,0.14,-0.11,11.5,NA,NA,Transit,2016
Kepler-1628 b,6.43,0.94,-0.51,33.8,NA,NA,Transit,2016
Kepler-1388 e,2.46,0.14,-0.15,6.62,NA,NA,Transit,2016
Kepler-655 b,2.71,0.41,-0.27,7.8,NA,NA,Transit,2016
Kepler-565 b,3.64,0.51,-0.27,12.9,NA,NA,Transit,2016
Kepler-676 b,3.04,0.14,-0.34,9.48,NA,NA,Transit,2016
Kepler-675 b,2.44,0.24,-0.16,6.53,NA,NA,Transit,2016
Kepler-1630 b,2.19,0.2,-0.1,5.43,NA,NA,Transit,2016
Kepler-1482 b,1.01,0.1,-0.11,1.01,NA,NA,Transit,2016
Kepler-587 b,2.23,0.64,-0.17,5.6,NA,NA,Transit,2016
Kepler-657 b,3.52,0.69,-0.32,12.2,NA,NA,Transit,2016
Kepler-483 b,3.21,0.68,-0.43,10.4,NA,NA,Transit,2016
Kepler-572 b,2.58,0.18,-0.17,7.18,NA,NA,Transit,2016
Kepler-714 b,9.67,2.49,-1.01,67.6,NA,NA,Transit,2016
Kepler-623 b,3.01,0.34,-0.21,9.32,NA,NA,Transit,2016
Kepler-658 b,1.63,0.06,-0.06,3.29,NA,NA,Transit,2016
Kepler-680 b,2.42,0.82,-0.25,6.44,NA,NA,Transit,2016
Kepler-1633 b,1.58,0.65,-0.25,3.12,NA,NA,Transit,2016
Kepler-605 b,1.44,0.17,-0.09,2.67,NA,NA,Transit,2016
Kepler-727 b,2.53,0.35,-0.31,6.94,NA,NA,Transit,2016
Kepler-1518 b,3.05,0.92,-0.63,9.53,NA,NA,Transit,2016
Kepler-588 b,2.63,0.5,-0.22,7.41,NA,NA,Transit,2016
Kepler-589 b,2.27,0.18,-0.12,5.77,NA,NA,Transit,2016
Kepler-573 b,2.79,0.36,-0.23,8.2,NA,NA,Transit,2016
Kepler-596 b,3.46,1.63,-0.47,11.8,NA,NA,Transit,2016
Kepler-715 b,3.75,0.83,-0.5,13.5,NA,NA,Transit,2016
Kepler-716 b,2.9,0.35,-0.17,8.75,NA,NA,Transit,2016
Kepler-1185 b,1.33,0.08,-0.05,2.33,NA,NA,Transit,2016
Kepler-660 b,2.57,0.11,-0.17,7.13,NA,NA,Transit,2016
Kepler-496 b,2.32,0.19,-0.14,5.99,NA,NA,Transit,2016
HD 63935 c,3.06451296,0.0880571,-0.07912569,11.1,2,-1.9,Radial Velocity,2021
Kepler-1636 b,3.23,0.76,-0.35,10.5,NA,NA,Transit,2016
Kepler-561 b,6.96,1.21,-0.61,38.7,NA,NA,Transit,2016
Kepler-728 b,3.34,0.45,-0.26,11.1,NA,NA,Transit,2016
Kepler-566 b,2.15,0.13,-0.13,5.27,NA,NA,Transit,2016
Kepler-550 b,4.42,0.34,-0.27,17.9,NA,NA,Transit,2016
Kepler-574 b,2.39,0.33,-0.16,6.3,NA,NA,Transit,2016
Kepler-585 b,2.83,0.55,-0.27,8.4,NA,NA,Transit,2016
Kepler-611 b,1.65,0.51,-0.15,3.36,NA,NA,Transit,2016
Kepler-729 b,3.58,0.42,-0.25,12.5,NA,NA,Transit,2016
Kepler-662 b,2.18,0.11,-0.12,5.39,NA,NA,Transit,2016
Kepler-551 b,2.73,0.25,-0.15,7.9,NA,NA,Transit,2016
TOI-1710 b,5.20315158,0.09613295,-0.09124817,22.4,4.1,-4,Transit,2022
OGLE-2012-BLG-0724L b,14.3,NA,NA,150,170,-83,Microlensing,2016
Kepler-1638 b,1.87,0.33,-0.22,4.16,NA,NA,Transit,2016
Kepler-586 b,2.79,0.36,-0.2,8.2,NA,NA,Transit,2016
HIP 97166 c,2.75,NA,NA,8,1.6,-1.6,Radial Velocity,2021
TOI-1601 b,14.19902343,0.64857111,-0.5112186,387,16,-17,Transit,2021
TOI-1444 b,1.41792246,0.0467336,-0.04107268,3.58,0.76,-0.75,Transit,2021
Kepler-618 b,2.6,0.78,-0.41,7.27,NA,NA,Transit,2016
Kepler-601 b,1.9,0.27,-0.18,4.27,NA,NA,Transit,2016
Kepler-645 b,2.1,0.63,-0.28,5.06,NA,NA,Transit,2016
Kepler-719 b,8.52,1.83,-0.9,54.5,NA,NA,Transit,2016
Kepler-612 b,2.84,0.66,-0.27,8.45,NA,NA,Transit,2016
Kepler-590 b,4.02,1.09,-0.5,15.2,NA,NA,Transit,2016
Kepler-552 b,3.95,0.82,-0.57,14.8,NA,NA,Transit,2016
Kepler-1454 b,1.88,0.19,-0.17,4.19,NA,NA,Transit,2016
Kepler-460 c,5.52,2.07,-0.73,26.1,NA,NA,Transit,2016
Kepler-646 b,1.99,0.37,-0.19,4.62,NA,NA,Transit,2016
Kepler-735 b,2.95,0.16,-0.12,9.01,NA,NA,Transit,2016
Kepler-591 b,3.39,0.55,-0.25,11.4,NA,NA,Transit,2016
Kepler-619 b,3.16,0.65,-0.31,10.1,NA,NA,Transit,2016
TOI-1842 b,12.3485023,0.27917829,-0.2943366,89.4,7.8,-7.8,Transit,2021
HIP 97166 b,2.4801338,0.07271432,-0.05203142,19.1,1.6,-1.5,Transit,2021
Kepler-602 b,2.09,0.65,-0.32,5.02,NA,NA,Transit,2016
Kepler-721 b,2.64,0.14,-0.14,7.46,NA,NA,Transit,2016
Kepler-722 b,2.63,0.71,-0.29,7.41,NA,NA,Transit,2016
Kepler-568 b,2.26,0.08,-0.08,5.73,NA,NA,Transit,2016
Kepler-569 b,3.16,0.22,-0.17,10.1,NA,NA,Transit,2016
Kepler-603 b,2.65,0.59,-0.26,7.51,NA,NA,Transit,2016
TOI-1296 b,14.11645916,0.28454324,-0.26287755,95.3,4.7,-4.6,Transit,2021
TOI-1298 b,9.65807033,0.19896656,-0.17319735,99,6,-6,Transit,2021
Kepler-615 b,1.74,0.09,-0.1,3.68,NA,NA,Transit,2016
TOI-1246 d,3.43139739,0.14960553,-0.11612674,5.4,1.9,-1.9,Transit,2022
TOI-1246 e,3.5141875,0.26911442,-0.18217943,14.5,2.3,-2.3,Transit,2022
Kepler-593 b,2.87,0.69,-0.29,8.6,NA,NA,Transit,2016
Kepler-592 b,2.39,0.58,-0.25,6.3,NA,NA,Transit,2016
Kepler-709 b,2.92,0.18,-0.19,8.85,NA,NA,Transit,2016
Kepler-1625 b,6.06,0.87,-0.53,30.6,NA,NA,Transit,2016
Kepler-1642 b,3.2,0.34,-0.25,10.3,NA,NA,Transit,2016
Kepler-1642 c,2.66,0.29,-0.21,7.56,NA,NA,Transit,2016
Kepler-652 b,2.49,0.06,-0.05,6.76,NA,NA,Transit,2016
Kepler-737 b,1.96,0.11,-0.11,4.5,NA,NA,Transit,2016
Kepler-669 b,4.83,1.28,-0.55,20.8,NA,NA,Transit,2016
Kepler-558 b,2.37,0.17,-0.14,6.21,NA,NA,Transit,2016
Kepler-609 b,3.35,1.07,-0.44,11.2,NA,NA,Transit,2016
Kepler-724 b,3.29,0.4,-0.23,10.8,NA,NA,Transit,2016
Kepler-1646 b,1.23,0.28,-0.24,2.04,NA,NA,Transit,2016
Kepler-710 b,1.88,0.24,-0.15,4.19,NA,NA,Transit,2016
K2-88 b,1.23,0.25,-0.25,2.04,NA,NA,Transit,2016
K2-89 b,0.615,0.08,-0.08,0.17,NA,NA,Transit,2016
K2-116 b,0.69,0.04,-0.04,0.257,NA,NA,Transit,2017
TOI-1386 b,6.2163865,0.20643815,-0.1695697,45.8,5.8,-5.7,Transit,2024
K2-102 b,1.3,0.1,-0.1,2.24,NA,NA,Transit,2016
K2-5 b,1.91,0.44,-0.44,4.31,NA,NA,Transit,2015
K2-5 c,2.26,0.62,-0.62,5.73,NA,NA,Transit,2015
K2-91 b,1.1,0.18,-0.18,1.37,NA,NA,Transit,2016
K2-72 c,1.16,0.13,-0.13,1.65,NA,NA,Transit,2016
HD 93963 A c,3.11976057,0.13502367,-0.10446158,18.4,3.2,-3.1,Transit,2022
K2-16 b,2.02,0.24,-0.24,4.74,NA,NA,Transit,2015
K2-16 c,2.54,1.12,-0.47,6.99,NA,NA,Transit,2015
Kepler-223 e,4.6,0.27,-0.41,4.8,1.4,-1.2,Transit,2014
Kepler-223 b,2.99,0.18,-0.27,7.4,1.3,-1.1,Transit,2014
Kepler-223 d,5.24,0.26,-0.45,8,1.5,-1.3,Transit,2014
K2-81 b,1.97,0.13,-0.11,4.54,NA,NA,Transit,2016
TOI-1451 b,2.61143902,0.13407193,-0.10283772,15.2,2.8,-2.8,Transit,2024
TOI-2267 d,1.77,0.43,-0.43,3.78,NA,NA,Transit,2025
NGC 2682 YBP 1194 b,12.3,NA,NA,101.7056,9.5349,-9.5349,Radial Velocity,2014
NGC 2682 YBP 1514 b,14,NA,NA,127.132,120.7754,-120.7754,Radial Velocity,2014
Kepler-80 d,1.53,0.09,-0.07,6.75,0.69,-0.51,Transit,2014
GJ 1148 b,11.9,NA,NA,96.7,1.41,-1.02,Radial Velocity,2010
K2-90 c,1.3,0.13,-0.11,2.24,NA,NA,Transit,2016
GJ 1148 c,9.71,NA,NA,68.06,4.91,-2.19,Radial Velocity,2017
TOI-1753 b,2.47852533,0.09834485,-0.07935468,16.6,5.2,-5.2,Transit,2024
HD 128717 b,12.1,NA,NA,6293.0024586,158.9142035,-158.9142035,Astrometry,2025
HD 17674 b,13.9,NA,NA,276.5121,22.2481,-19.0698,Radial Velocity,2017
HD 42012 b,13.5,NA,NA,508.528,31.783,-31.783,Radial Velocity,2017
TOI-1776 b,1.21612741,0.0898466,-0.07715788,1.4,1.1,-1,Transit,2024
OGLE-2012-BLG-0026L b,7.72,NA,NA,46.1,2.6,-2.6,Microlensing,2012
Kepler-80 c,2.74,0.12,-0.1,6.74,1.23,-0.86,Transit,2012
HD 6061 b,2.42763557,0.09903199,-0.07283589,10,2.5,-2.5,Transit,2023
OGLE-2012-BLG-0026L c,13.9,NA,NA,270,20,-20,Microlensing,2012
TOI-1194 b,8.71664516,0.15541841,-0.14858263,120,5.6,-5.7,Transit,2023
TOI-1694 b,5.3422266,0.14825442,-0.11897869,31.3,2.7,-2.5,Transit,2023
TOI-1443 b,2.30381001,0.12697832,-0.10061016,30,NA,NA,Transit,2024
HD 59686 A b,12.7,NA,NA,2199.3836,57.2094,-76.2792,Radial Velocity,2016
KIC 7917485 b,12.4,NA,NA,3750.394,254.264,-190.698,Pulsation Timing Variations,2016
OGLE-2013-BLG-1721L b,14.1,NA,NA,200,110,-99,Microlensing,2017
HD 34445 c,8.42,NA,NA,53.5,5,-5,Radial Velocity,2017
TOI-329 b,4.94057819,0.29202617,-0.25614214,40.4,3.8,-3.7,Transit,2024
TOI-1269 b,2.40144286,0.15036543,-0.0739539,6.4,3,-2.9,Transit,2024
K2-46 b,2.05,0.24,-0.24,4.86,NA,NA,Transit,2016
K2-42 b,2.15,0.24,-0.24,5.27,NA,NA,Transit,2016
HD 25463 c,1.36354953,0.13045621,-0.09615242,4.3,1.9,-1.9,Transit,2023
HD 37124 c,14.1,NA,NA,207.22516,16.52716,-16.52716,Radial Velocity,2002
HD 87646 b,12.4,NA,NA,3941.092,222.481,-222.481,Radial Velocity,2016
HD 34445 g,13.6,NA,NA,120.6,38.9,-38.9,Radial Velocity,2017
Wolf 1061 c,1.66,NA,NA,3.41,0.43,-0.41,Radial Velocity,2015
K2-47 b,1.89,0.26,-0.26,4.23,NA,NA,Transit,2016
K2-48 b,2.24,0.24,-0.24,5.65,NA,NA,Transit,2016
MXB 1658-298 b,12,NA,NA,7532.571,1017.056,-1017.056,Eclipse Timing Variations,2017
K2-290 b,3.06,0.16,-0.16,10.9,NA,NA,Transit,2019
tau Cet h,1.19,NA,NA,1.83,0.68,-0.26,Radial Velocity,2017
TOI-1279 b,2.66146528,0.13795921,-0.10646515,10.6,2.5,-2.5,Transit,2024
TOI-1288 b,4.96846551,0.10805813,-0.1000743,44.1,2.7,-2.6,Transit,2022
NGC 2682 Sand 978 b,13.3,NA,NA,692.8694,54.0311,-54.0311,Radial Velocity,2017
GJ 3293 b,5.19,NA,NA,23.54,0.88,-0.89,Radial Velocity,2015
K2-50 b,1.59,0.24,-0.24,3.15,NA,NA,Transit,2016
K2-49 b,1.93,0.53,-0.53,4.38,NA,NA,Transit,2016
HD 219134 d,1.61,0.02,-0.02,16.17,0.64,-0.64,Radial Velocity,2015
HD 219134 g,3.28,NA,NA,10.80622,1.27132,-1.27132,Radial Velocity,2015
rho CrB c,5.78,NA,NA,28.2,1.5,-1.5,Radial Velocity,2016
HAT-P-67 b,23.9872187,0.28022452,-0.28022452,143.02278315,47.67426105,-47.67426105,Transit,2017
Kepler-1652 b,1.6,0.18,-0.18,3.19,NA,NA,Transit,2017
GJ 3293 c,4.87,NA,NA,21.09,1.24,-1.26,Radial Velocity,2015
K2-58 d,1.71,0.25,-0.25,3.57,NA,NA,Transit,2016
K2-59 c,2.3,0.29,-0.29,5.9,NA,NA,Transit,2016
HD 217107 b,13.6,NA,NA,459.57987652,57.20911326,-21.29450327,Radial Velocity,1998
HD 9174 b,13.7,NA,NA,352.7913,44.4962,-44.4962,Radial Velocity,2016
TOI-1181 b,17.02644168,0.66132986,-0.66132986,374.71969185,7.31005336,-7.31005336,Transit,2022
TOI-5218 b,9.86,0.39,-0.39,657,NA,NA,Transit,2024
TOI-2447 b,9.60609646,0.13450777,-0.12329879,124.90656395,9.85268062,-8.58136699,Transit,2024
HD 23472 d,0.75,0.067,-0.057,0.55,0.21,-0.2,Transit,2022
HD 23472 b,2,0.11,-0.1,8.32,0.78,-0.79,Transit,2019
TOI-270 d,2,0.05,-0.05,4.2,0.16,-0.16,Transit,2019
K2-63 c,3.9,1.2,-1.2,14.5,NA,NA,Transit,2016
K2-63 b,3.22,0.99,-0.99,10.5,NA,NA,Transit,2016
CoRoT-32 b,6.38913,0.67254,-0.56045,47.6745,31.783,-31.783,Transit,2018
HD 221585 b,13.5,NA,NA,511.7063,44.4962,-44.4962,Radial Velocity,2016
Kepler-539 c,13.3,NA,NA,762.792,381.396,-381.396,Transit Timing Variations,2016
K2-64 b,2.07,0.26,-0.26,4.94,NA,NA,Transit,2016
K2-68 b,1.58,0.23,-0.23,3.12,NA,NA,Transit,2016
K2-21 b,1.84,0.1,-0.1,4.04,NA,NA,Transit,2015
TOI-1836 c,2.59987579,0.22132646,-0.14409651,8,NA,NA,Transit,2024
Kepler-1647 b,11.8739,0.1377,-0.1377,483,206,-206,Transit,2016
K2-70 b,2.89,0.47,-0.47,8.7,NA,NA,Transit,2016
K2-71 b,2.15,0.33,-0.33,5.27,NA,NA,Transit,2016
K2-118 b,2.54,0.23,-0.2,6.99,NA,NA,Transit,2017
TOI-1736 c,12.5,NA,NA,2800,500,-200,Radial Velocity,2023
TOI-1669 b,14.1,NA,NA,191,25,-24,Radial Velocity,2023
HIP 67522 c,7.93595834,0.3474784,-0.35868738,48.3,NA,NA,Transit,2024
TOI-2379 b,11.72459381,0.25780656,-0.25780656,1830.69162432,63.5656814,-63.5656814,Transit,2024
TOI-2384 b,11.48920522,0.23538859,-0.23538859,624.85064816,18.75187601,-18.75187601,Transit,2024
TOI-757 b,2.5,0.1,-0.1,10.5,2.2,-2.1,Transit,2024
TOI-1011 b,1.45,0.05,-0.05,4.04,0.59,-0.59,Transit,2025
TOI-2714 b,13.72,0.7,-0.67,228,33,-32,Transit,2024
TOI-2981 b,13.4,0.42,-0.42,638,33,-33,Transit,2024
K2-74 b,2.31,0.19,-0.19,5.95,NA,NA,Transit,2016
K2-75 b,2.67,0.32,-0.32,7.61,NA,NA,Transit,2016
K2-125 b,2.18,0.19,-0.18,5.39,NA,NA,Transit,2017
TOI-2485 b,12.1393261,0.50440413,-0.50440413,766.60211768,27.96889982,-27.65107141,Transit,2024
TOI-1288 c,11.1,NA,NA,85.7,12.1,-11.7,Radial Velocity,2022
TOI-1408 b,25,4,-4,593,4,-4,Transit,2023
TOI-1408 c,2.22,0.06,-0.06,7.6,0.2,-0.2,Transit Timing Variations,2024
HIP 116454 b,2.469,0.1,-0.091,9.7,1.2,-1.2,Transit,2014
TOI-2420 b,15.02003414,0.82946457,-0.80704661,294.62693329,27.01541459,-25.10844415,Transit,2024
K2-83 b,1.244,0.098,-0.098,2.08,NA,NA,Transit,2016
K2-130 b,1.25,0.2,-0.14,2.1,NA,NA,Transit,2017
TOI-421 c,5.09,0.07,-0.07,14.1,1.4,-1.4,Transit,2020
MOA-2010-BLG-353L b,11.1,NA,NA,86,150,-51,Microlensing,2015
K2-84 b,2.41,0.35,-0.35,6.39,NA,NA,Transit,2016
K2-84 c,2.03,0.32,-0.32,4.78,NA,NA,Transit,2016
K2-35 b,1.32,0.08,-0.08,2.3,NA,NA,Transit,2016
HD 86950 b,13,NA,NA,1144.188,222.481,-222.481,Radial Velocity,2016
HD 222076 b,13.5,NA,NA,495.8148,34.9613,-34.9613,Radial Velocity,2016
K2-33 b,5.04,0.34,-0.37,1175.971,NA,NA,Transit,2016
TOI-1338 b,7.661,0.053,-0.053,11.3,2.1,-2.1,Transit,2020
K2-161 b,6.11721229,1.63323815,-0.78261667,31.1,NA,NA,Transit,2018
K2-160 b,3.17824034,0.21418014,-0.1454733,10.2,NA,NA,Transit,2018
TOI-1173 b,9.19,0.18,-0.18,27.4,1.7,-1.7,Transit,2024
GJ 238 b,0.566,0.014,-0.014,0.126,NA,NA,Transit,2024
HD 103197 b,5.83,NA,NA,28.6047,6.3566,-6.3566,Radial Velocity,2009
HD 109246 b,13.9,NA,NA,273.3338,79.4575,-79.4575,Radial Velocity,2010
OGLE-2016-BLG-1195L b,1.11,NA,NA,1.43,0.45,-0.32,Microlensing,2017
Kepler-1650 b,0.96,0.11,-0.1,0.84,NA,NA,Transit,2017
HD 183579 b,3.49,0.07,-0.064,20.4,2.6,-2.5,Transit,2021
TOI-1437 b,2.24,0.23,-0.22,9.6,3.9,-3.3,Transit,2024
TOI-6034 b,11.92,0.48,-0.48,254,24,-24,Transit,2024
TOI-5634 A b,10.42,0.62,-0.55,588,NA,NA,Transit,2024
K2-419 A b,10.55,0.39,-0.39,196,15,-15,Transit,2024
Kepler-1654 b,9.180171,0.212971,-0.190553,158.915,NA,NA,Transit,2018
HD 121504 b,13.6,NA,NA,479.9233,41.3179,-41.3179,Radial Velocity,2003
L 98-59 e,1.49,NA,NA,2.82,0.19,-0.19,Radial Velocity,2021
L 98-59 f,1.48,NA,NA,2.8,0.3,-0.3,Radial Velocity,2025
TOI-1824 b,2.7438269,0.086722080000000007,-0.07211466,16,2.6,-2.6,Transit,2024
BD+03 2562 b,12.7,NA,NA,2034.112,413.179,-413.179,Radial Velocity,2017
K2-186 b,3.17207779,0.26358217,-0.1628819,10.2,NA,NA,Transit,2018
K2-190 c,1.09308317,0.15187251,-0.09223049,1.34,NA,NA,Transit,2018
TOI-286 b,1.42,0.1,-0.1,4.53,0.78,-0.78,Transit,2024
TOI-286 c,1.88,0.12,-0.12,3.72,2.22,-2.22,Transit,2024
K2-231 b,2.5,0.2,-0.2,6.8,NA,NA,Transit,2018
HD 134987 b,13.5,NA,NA,511.7063,22.2481,-22.2481,Radial Velocity,1999
HD 137388 b,9.32,NA,NA,63.566,6.3566,-6.3566,Radial Velocity,2011
HD 177565 b,4,NA,NA,15.1,6.4,-6.05,Radial Velocity,2017
K2-195 c,2.57581891,0.27157754,-0.14909276,7.16,NA,NA,Transit,2018
K2-201 b,1.40006712,0.13501309,-0.0774973,2.54,NA,NA,Transit,2018
TOI-2768 b,2.63,0.45,-0.44,7.41,NA,NA,Transit,2024
TOI-5319 b,2.83,0.57,-0.59,8.4,NA,NA,Transit,2024
TOI-1130 b,3.66,0.03,-0.04,19.8,0.2,-0.3,Transit,2020
OGLE-2017-BLG-1522L b,14,NA,NA,240,400,-130,Microlensing,2018
HD 13931 b,13.2,NA,NA,889.9195396,257.44100967,-203.41018048,Radial Velocity,2009
HD 142245 b,13.1,NA,NA,975.7381,133.4886,-133.4886,Radial Velocity,2011
HIP 65426 b,16.8135,1.1209,-1.1209,2860.47,953.49,-953.49,Imaging,2017
Ross 128 b,1.11,NA,NA,1.4,0.21,-0.21,Radial Velocity,2017
K2-201 c,3.28568401,0.39804812,-0.18385433,10.8,NA,NA,Transit,2018
K2-202 b,2.30165603,0.18443149,-0.12920215,5.91,NA,NA,Transit,2018
K2-321 b,2.05124347,0.16813471,-0.13450777,4.86,NA,NA,Transit,2020
