pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_year
GJ 486 b,1.289,0.019,-0.014,2.77,0.076,-0.073,Radial Velocity,2021
HD 142415 b,13.5,NA,NA,530.7761,38.1396,-38.1396,Radial Velocity,2003
L 168-9 b,1.63,0.14,-0.14,4.07,0.45,-0.45,Transit,2020
HD 111591 b,12.9,NA,NA,1398.452,127.132,-127.132,Radial Velocity,2017
OGLE-2016-BLG-1190L b,12.3,NA,NA,4253,280,-260,Microlensing,2017
K2-206 b,2.79522879,0.22325706,-0.15450847,8.22,NA,NA,Transit,2018
K2-207 b,2.60585269,0.36979751,-0.20931396,7.3,NA,NA,Transit,2018
TOI-6651 b,5.09,0.27,-0.26,61,7.6,-7.9,Transit,2024
TOI-181 b,6.9559,0.087,-0.101,46.1687,2.71,-7.83,Transit,2023
TOI-3884 b,6.43,0.2,-0.2,32.59,7.31,-7.38,Transit,2022
TOI-5005 b,6.25,0.24,-0.24,32.7,5.9,-5.9,Transit,2024
HD 16141 b,10.9,NA,NA,82.6358,6.3566,-6.3566,Radial Velocity,2000
HD 162020 b,12.5,NA,NA,3127.4472,874.0325,-874.0325,Radial Velocity,2002
OGLE-2016-BLG-0613L AB b,13,NA,NA,1330,1010,-772,Microlensing,2017
CoRoT-9 b,11.948794,0.840675,-0.706167,266.9772,15.8915,-15.8915,Transit,2009
K2-209 b,0.86850263,0.10481089,-0.06222638,0.586,NA,NA,Transit,2018
16 Cyg B b,13.5,NA,NA,565.7374,25.4264,-25.4264,Radial Velocity,1996
Kepler-80 g,1.13,0.14,-0.14,0.065,0.044,-0.038,Transit,2017
K2-218 b,2.56948149,0.27525709,-0.15204146,7.13,NA,NA,Transit,2018
K2-219 b,1.34762583,0.20196772,-0.1810607,2.38,NA,NA,Transit,2018
K2-219 c,1.43839723,0.21399624,-0.19150365,2.66,NA,NA,Transit,2018
K2-219 d,2.57634456,0.35702762,-0.3230924,7.16,NA,NA,Transit,2018
GJ 86 b,12.9,NA,NA,1404.8086,63.566,-63.566,Radial Velocity,1999
TOI-6002 b,1.65,0.22,-0.19,3.36,NA,NA,Transit,2024
GJ 3138 b,1.18,NA,NA,1.78,0.34,-0.33,Radial Velocity,2017
BD-06 1339 c,8.38,NA,NA,53,8,-8,Radial Velocity,2013
HIP 65891 b,12.8,NA,NA,1871.37366042,240.5961041,-89.94543918,Radial Velocity,2015
K2-227 b,1.66551298,1.22117412,-0.17927703,3.41,NA,NA,Transit,2018
K2-80 d,2.55211506,0.2762906,-0.13953552,7.04,NA,NA,Transit,2018
K2-260 b,18.41635529,0.65012088,-0.81825559,546.66486004,108.06165838,-111.23994245,Transit,2018
K2-261 b,9.26982704,0.36989636,-0.33626942,68.96876432,7.94571018,-9.2170238,Transit,2018
TOI-1883 b,5.65,0.24,-0.24,27.2,NA,NA,Transit,2024
GJ 3323 b,1.23,NA,NA,2.02,0.26,-0.25,Radial Velocity,2017
GJ 3138 d,3.23,NA,NA,10.5,2.3,-2.1,Radial Velocity,2017
GJ 3323 c,1.32,NA,NA,2.31,0.5,-0.49,Radial Velocity,2017
HD 191939 e,13,NA,NA,112.2,4,-4,Radial Velocity,2022
TOI-469.01,3.41,0.046,-0.046,9.1,0.82,-0.79,Transit,2021
TOI-1230.01,3.23968384,0.20000492,-0.20000492,10.6,NA,NA,Transit,2021
Kepler-289 c,11.23,0.21,-0.21,157.18,7.04,-7.31,Transit,2014
K2-170 c,1.8017647,0.24523316,-0.15822636,3.9,NA,NA,Transit,2018
K2-164 b,3.24925008,0.51526655,-0.41335659,10.6,NA,NA,Transit,2018
GJ 273 b,1.51,NA,NA,2.89,0.27,-0.26,Radial Velocity,2017
TOI-3568 b,5.3,0.27,-0.27,26.4,1,-1,Transit,2024
HD 238914 b,12.8,NA,NA,1906.98,858.141,-858.141,Radial Velocity,2018
K2-170 b,1.41817537,0.20164964,-0.13107037,2.6,NA,NA,Transit,2018
K2-171 b,2.68657205,0.40023833,-0.33153947,7.69,NA,NA,Transit,2018
TOI-1772.01,2.905,0.328,-0.214,8.78,NA,NA,Transit,2024
K2-77 b,2.4996027,0.16813471,-0.12329879,603.877,NA,NA,Transit,2016
K2-180 b,2.46597575,0.10984801,-0.09639723,11.41003981,2.38371305,-2.16123317,Transit,2018
GJ 3293 e,1.63,NA,NA,3.28,0.64,-0.64,Radial Velocity,2017
TOI-1777.01,2.246,0.279,-0.177,5.67,NA,NA,Transit,2024
GJ 3293 d,2.67,NA,NA,7.6,1.05,-1.05,Radial Velocity,2017
TYC 3318-01333-1 b,13.1,NA,NA,1086.9786,111.2405,-111.2405,Radial Velocity,2018
K2-172 b,1.66608079,0.15959489,-0.09523043,3.42,NA,NA,Transit,2018
K2-172 c,3.20569097,0.18890159,-0.13911768,10.4,NA,NA,Transit,2018
HD 101581 c,0.99,0.07,-0.07,0.937,NA,NA,Transit,2025
K2-182 b,2.71257333,0.11096891,-0.09079274,20.97667486,5.40308292,-5.08525451,Transit,2018
K2-97 b,13.45077684,1.23298788,-1.23298788,174.48779544,18.75187601,-14.62010672,Transit,2016
TOI-1301.01,2.477,0.196,-0.177,6.7,NA,NA,Transit,2024
K2-148 d,1.64,0.24,-0.21,3.33,NA,NA,Transit,2018
K2-148 b,1.33,0.19,-0.18,2.33,NA,NA,Transit,2018
K2-191 b,1.57889322,0.26523273000000003,-0.13201754,3.12,NA,NA,Transit,2018
HD 102117 b,8.47,NA,NA,54.0311,3.1783,-3.1783,Radial Velocity,2005
TOI-1799 b,1.642,0.227,-0.168,4,1.7,-1.8,Transit,2024
Kepler-150 f,3.64,0.52,-0.39,12.9,NA,NA,Transit,2017
K2-98 b,5.06645928,0.31385146,-0.28022452,34.00763955,13.98444991,-14.62010672,Transit,2016
K2-114 b,10.59248676,0.32506044,-0.31385146,638.83509807,38.13940884,-38.13940884,Transit,2017
HD 40307 g,2.56,NA,NA,7.1,2.6,-2.6,Radial Velocity,2013
K2-179 b,2.51267885,0.16431084,-0.12074766,6.86,NA,NA,Transit,2018
HD 102195 b,14.2,NA,NA,130.3103,6.3566,-6.3566,Radial Velocity,2006
HD 102329 b,12.6,NA,NA,2593.4928,696.0477,-696.0477,Radial Velocity,2011
TOI-2211.01,1.561,0.198,-0.144,3.06,NA,NA,Transit,2024
TOI-4638.01,2.933,0.376,-0.245,8.92,NA,NA,Transit,2024
TOI-6038 A b,6.41,0.2,-0.16,78.5,9.5,-9.9,Transit,2025
K2-277 b,2.18575124,0.20176165,-0.12329879,7.4,3.3,-3.3,Transit,2018
IRAS 04125+2902 b,10.73820351,0.86309151,-0.84067355,80.8,NA,NA,Transit,2024
TOI-1467 b,1.92,0.171,-0.113,9,NA,NA,Transit,2024
TOI-2458 b,2.83,0.2,-0.18,13.31,0.99,-0.96,Transit,2024
K2-246 b,3.49,0.25,-0.21,12,NA,NA,Transit,2018
HD 240237 b,12.2,NA,NA,5050.3187,1773.4914,-1773.4914,Radial Velocity,2011
HD 2638 b,14.3,NA,NA,133.4886,9.5349,-9.5349,Radial Velocity,2005
TOI-4994 b,8.54124329,0.33626942,-0.30264248,88.99195396,11.75965106,-10.80616584,Transit,2024
K2-247 b,2.12,0.19,-0.16,5.14,NA,NA,Transit,2018
HD 290327 b,13.3,NA,NA,772.3269,133.4886,-133.4886,Radial Velocity,2009
HD 31253 b,14.1,NA,NA,197.0546,38.1396,-38.1396,Radial Velocity,2010
TOI-406.01,2.08,0.16,-0.15,6.57,1,-0.9,Transit,2024
HD 77338 b,4.12,NA,NA,15.9,4.7,-5.3,Radial Velocity,2012
TOI-1174 b,2.562,0.252,-0.2,32,NA,NA,Transit,2024
TOI-1691 b,3.66,0.236,-0.207,14.6,5.4,-5.3,Transit,2024
K2-249 b,2.79,0.27,-0.22,8.2,NA,NA,Transit,2018
K2-248 b,2.57,0.2,-0.14,7.13,NA,NA,Transit,2018
K2-251 b,2.35,0.26,-0.21,6.12,NA,NA,Transit,2018
TOI-1716.01,3.143,0.409,-0.298,10,NA,NA,Transit,2024
TOI-5688 A b,10.3,0.6,-0.7,124,23.4,-24.4,Transit,2024
HD 73344 d,13.2,NA,NA,810.46243785,177.98390792,-146.20106722,Radial Velocity,2025
K2-252 b,1.74,0.17,-0.12,3.68,NA,NA,Transit,2018
TOI-1744.01,2.68,0.263,-0.172,7.65,NA,NA,Transit,2024
TOI-1739 b,1.946,0.226,-0.169,4.45,NA,NA,Transit,2024
TOI-4504 b,2.691,0.191,-0.191,7.71,NA,NA,Transit,2024
TOI-4504 c,11.09689089,0.56044903,-0.56044903,1197.32317485,57.52694167,-57.90833576,Transit,2024
K2-254 c,2.19,0.24,-0.18,5.43,NA,NA,Transit,2018
HD 5891 b,12.6,NA,NA,2425.0429,454.4969,-454.4969,Radial Velocity,2011
HD 6434 b,14.2,NA,NA,155.7367,12.7132,-12.7132,Radial Velocity,2003
K2-239 c,1,0.1,-0.1,0.972,NA,NA,Transit,2018
K2-257 b,0.83,0.06,-0.05,0.498,NA,NA,Transit,2018
K2-258 b,3,0.21,-0.2,9.27,NA,NA,Transit,2018
IC 4651 9122 b,12.7,NA,NA,2002.329,158.915,-158.915,Radial Velocity,2018
TOI-4504 d,13.6,NA,NA,450.23572136,20.6906293,-20.56349793,Transit Timing Variations,2024
K2-167 b,2.36509493,0.21297063,-0.14571675,6.5,1.6,-1.5,Transit,2018
K2-240 c,1.8,0.3,-0.1,3.89,NA,NA,Transit,2018
K2-240 b,2,0.2,-0.1,4.66,NA,NA,Transit,2018
OGLE-2017-BLG-0482L b,2.95,NA,NA,9,9,-4.5,Microlensing,2018
WASP-194 b,15.47960235,0.9863903,-0.9863903,373.13054982,84.22452786,-84.22452786,Transit,2025
Kepler-289 e,2.94,0.46,-0.38,17.4,1.3,-1.2,Transit,2025
HD 75289 b,14.2,NA,NA,155.7367,9.5349,-9.5349,Radial Velocity,1999
HD 76700 b,9.6,NA,NA,66.7443,9.5349,-9.5349,Radial Velocity,2002
WASP-188 b,14.81827249,0.57165802,-0.57165802,458.6263913,94.07720847,-94.71286529,Transit,2025
WASP-116 b,13.67495645,0.67253884,-0.67253884,203.41018048,44.49597698,-44.49597698,Transit,2025
TOI-6478 b,4.6,0.24,-0.24,19.2,NA,NA,Transit,2025
TOI-2285 b,1.77,0.12,-0.09,19.5,NA,NA,Transit,2021
HD 222155 b,13.4,NA,NA,581.62598481,111.23994245,-82.63538582,Radial Velocity,2011
OGLE-2014-BLG-1722L c,11,NA,NA,83.7,86.4,-51.2,Microlensing,2018
TOI-771 b,1.36,0.1,-0.1,2.47,0.32,-0.31,Transit,2024
TOI-5110 b,11.98240037,0.60528496,-0.582867,921.7023803,41.31769291,-41.31769291,Transit,2024
TOI-1453 c,2.224,0.095,-0.095,2.95,0.83,-0.84,Transit,2025
tau Cet e,1.81,NA,NA,3.93,0.83,-0.64,Radial Velocity,2017
K2-244 b,1.75,0.13,-0.1,3.71,NA,NA,Transit,2018
HD 35843 c,2.54,0.08,-0.07,11.32,1.58,-1.48,Transit,2025
K2-158 b,2.64,0.16,-0.1,7.46,NA,NA,Transit,2018
TOI-7041 b,11.43316031,0.33626942,-0.33626942,114.41822652,50.85254512,-50.85254512,Transit,2025
HD 89307 b,13.4,NA,NA,642.01338214,85.81366989,-47.67426105,Radial Velocity,2009
HD 96127 b,12.1,NA,NA,6661.7168,4128.6117,-4128.6117,Radial Velocity,2011
K2-159 b,2.26,0.17,-0.11,5.73,NA,NA,Transit,2018
HD 1690 b,12.5,NA,NA,2793.7257,1153.7229,-1153.7229,Radial Velocity,2010
TOI-1803 c,4.29,0.08,-0.08,8,1,-2,Transit,2025
TOI-1803 b,2.99,0.08,-0.08,10.32,1.66,-0.48,Transit,2025
TOI-561 c,2.865,0.041,-0.041,5.93,0.67,-0.67,Transit,2020
K2-166 b,2.19,0.2,-0.19,5.43,NA,NA,Transit,2018
HD 171028 b,13.2,NA,NA,832.7146,50.8528,-50.8528,Radial Velocity,2007
HD 17092 b,12.5,NA,NA,3219.6179,727.8307,-727.8307,Radial Velocity,2007
HAT-P-11 b,4.36,0.06,-0.06,25,1.5,-1.5,Transit,2008
HAT-P-11 c,13.2,NA,NA,851.78013076,130.30964687,-130.30964687,Radial Velocity,2018
HR 858 c,1.979,0.054,-0.051,3.8,NA,NA,Transit,2019
TOI-1266 b,2.52,0.08,-0.08,4.46,0.69,-0.69,Transit,2020
K2-224 c,2.41,0.16,-0.12,6.39,NA,NA,Transit,2018
TOI-2328 b,9.97599282,0.33626942,-0.44835923,50.85254512,6.35656814,-6.35656814,Transit,2025
TOI-2015 b,3.309,0.013,-0.011,9.2,0.32,-0.35,Transit,2023
WASP-102 b,14.90794433,0.56044903,-0.56044903,197.68926915,42.27117813,-42.27117813,Transit,2025
TOI-5573 b,9.75,0.47,-0.47,112,18,-19,Transit,2025
HD 191939 g,3.74,NA,NA,13.5,2,-2,Radial Velocity,2022
HD 285507 b,13.8,NA,NA,311.4734,31.783,-31.783,Radial Velocity,2013
K2-230 b,1.96,0.18,-0.16,4.5,NA,NA,Transit,2018
K2-229 c,2.03,0.12,-0.06,7,4,-4,Transit,2018
K2-259 b,2.32,0.2,-0.17,5.99,NA,NA,Transit,2018
HD 192263 b,14.2,NA,NA,177.9848,15.8915,-15.8915,Radial Velocity,1999
TOI-677 b,13.11450742,0.32506044,-0.33626942,392.20025424,26.69758619,-26.37975778,Transit,2020
HD 95127 b,12.4,NA,NA,3378.5329,2561.7098,-2561.7098,Radial Velocity,2015
HD 216536 b,13.8,NA,NA,333.7215,127.132,-127.132,Radial Velocity,2015
HD 210277 b,13.6,NA,NA,410.0007,15.8915,-15.8915,Radial Velocity,1998
ups And b,14,NA,NA,218.531,1.39839,-1.39839,Radial Velocity,1996
HR 810 b,12.7,NA,NA,1970.5361234,158.9142035,-158.9142035,Radial Velocity,1999
TOI-4529 b,1.77,0.09,-0.08,4.9,NA,NA,Transit,2026
K2-241 b,2.55,0.18,-0.1,7.04,NA,NA,Transit,2018
HD 141937 b,11.9,NA,NA,8714.85491994,2154.87659946,-3133.78809302,Radial Velocity,2002
HD 212301 b,14.2,NA,NA,162.0933,12.7132,-12.7132,Radial Velocity,2005
TOI-4364 b,2.01,0.1,-0.08,4.7,NA,NA,Transit,2025
CoRoT-5 b,15.558,0.516,-0.527,148.42,14.937,-7.628,Transit,2009
K2-242 b,2.54,0.21,-0.19,6.99,NA,NA,Transit,2018
HD 218566 b,9.32,NA,NA,63.566,19.0698,-19.0698,Radial Velocity,2010
MOA-2016-BLG-319L b,14.1,NA,NA,200,369,-100,Microlensing,2018
HD 99706 c,12.8,NA,NA,1808.4527,454.4969,-305.1168,Radial Velocity,2018
GJ 3090 c,3.14,NA,NA,10,1.3,-1.3,Radial Velocity,2026
KMT-2025-BLG-0121L b,12.6,NA,NA,2469.52672239,1296.73990056,-1284.02676428,Microlensing,2026
TOI-270 b,1.28,0.05,-0.04,1.48,0.18,-0.18,Transit,2019
TOI-5027 b,10.76062147,0.56044903,-0.67253884,642.01338214,41.31769291,-41.31769291,Transit,2025
HD 134060 b,3.16,NA,NA,10.1,0.79,-0.75,Radial Velocity,2019
K2-269 b,1.57,0.12,-0.12,3.09,NA,NA,Transit,2018
TOI-1836 b,8.00321222,0.3474784,-0.3474784,38.45723725,9.2170238,-9.2170238,Transit,2024
K2-270 c,2.95,0.16,-0.16,9.01,NA,NA,Transit,2018
HD 116029 c,13.7,NA,NA,403.6441,47.6745,-47.6745,Radial Velocity,2018
KOI-3680 b,11.09691,0.67254,-0.78463,613.4119,60.3877,-66.7443,Transit,2018
TOI-2537 b,11.25381662,0.66132986,-0.68374782,415.40172795,28.92238504,-27.96889982,Transit,2024
TOI-2295 b,16.47720163,9.52763359,-5.94075977,278.09985612,13.34879309,-13.03096469,Transit,2024
HD 20003 c,3.89,NA,NA,14.44,1.47,-1.39,Radial Velocity,2019
HD 20781 b,1.21,NA,NA,1.93,0.39,-0.36,Radial Velocity,2019
TOI-3135 b,13.65253849,0.33626942,-0.33626942,327.36325921,95.3485221,-85.81366989,Transit,2025
TOI-4794 b,14.35870428,0.49319515,-0.43715025,308.29355479,76.27881768,-73.10053361,Transit,2025
GJ 3779 b,2.75,NA,NA,8,0.5,-0.5,Radial Velocity,2018
TOI-1117 c,2.91,NA,NA,8.78,1.19,-1.21,Radial Velocity,2025
TOI-1117 d,3.27,NA,NA,10.71,1.59,-1.58,Radial Velocity,2025
HD 21693 b,2.8,NA,NA,8.23,1.08,-1.05,Radial Velocity,2019
HD 21693 c,4.34,NA,NA,17.37,1.77,-1.79,Radial Velocity,2019
K2-123 b,2.76,0.16,-0.16,8.05,NA,NA,Transit,2017
70 Vir b,12.6,NA,NA,2380.45,193.87,-193.87,Radial Velocity,1996
K2-24 b,5.4,0.2,-0.2,19,2.2,-2.1,Transit,2016
K2-276 b,3.77,0.21,-0.21,13.7,NA,NA,Transit,2018
HD 108863 b,13.3,NA,NA,767.24162,24.79074,-24.79074,Radial Velocity,2011
K2-286 b,2.1,0.2,-0.2,5.06,NA,NA,Transit,2018
HD 51608 b,3.62,NA,NA,12.77,1.2,-1.19,Radial Velocity,2019
HD 51608 c,3.87,NA,NA,14.31,1.63,-1.53,Radial Velocity,2019
K2-278 b,2.98,0.23,-0.23,9.17,NA,NA,Transit,2018
HD 159868 b,13.3,NA,NA,704.94694,18.75197,-18.75197,Radial Velocity,2006
HD 1502 b,13.2,NA,NA,874.0325,50.8528,-50.8528,Radial Velocity,2011
TOI-5322 b,16.6117094,0.3474784,-0.30264248,184.02264765,25.74410097,-25.74410097,Transit,2025
TOI-5340 b,15.07607904,0.57165802,-0.54924005,270.15414595,79.45710175,-79.45710175,Transit,2025
TOI-4961 b,12.34108775,0.45956821,-0.43715025,572.0911326,66.74396547,-73.10053361,Transit,2025
TOI-6695 b,9.52763359,0.22417961,-0.22417961,66.74396547,3.17828407,-3.17828407,Transit,2025
HD 20781 e,3.83,NA,NA,14.03,1.56,-1.56,Radial Velocity,2019
HD 45184 c,2.91,NA,NA,8.81,1.09,-1.02,Radial Velocity,2019
PSR J2322-2650 b,13.9,NA,NA,252.643067,0.063566,-0.063566,Pulsar Timing,2017
WASP-62 b,14.79588,0.89672,-0.89672,165.2716,25.4264,-25.4264,Transit,2012
HD 163607 c,13.3,NA,NA,699.54383,11.75971,-11.75971,Radial Velocity,2010
HD 175541 b,14.1,NA,NA,190.06234,9.21707,-9.21707,Radial Velocity,2007
TOI-3486 b,10.5700688,0.33626942,-0.32506044,99.16246298,18.1162192,-17.79839079,Transit,2025
TOI-5210 b,10.72699453,0.35868738,-0.26901554,81.99972901,13.03096469,-13.03096469,Transit,2025
TOI-1468 c,2.126,0.092,-0.093,4.1,1.1,-1.1,Transit,2022
TOI-1468 b,1.401,0.059,-0.06,3.04,0.46,-0.46,Transit,2022
K2-195 b,3.13,0.12,-0.12,9.96,NA,NA,Transit,2018
HD 185269 b,13.8,NA,NA,321.0083,4.44962,-4.44962,Radial Velocity,2006
HD 181342 b,13.2,NA,NA,807.2882,60.3877,-60.3877,Radial Velocity,2009
HD 118203 b,12.778238,0.32506044,-0.32506044,680.15279098,38.13940884,-38.13940884,Radial Velocity,2005
TOI-5882 b,11.46678726,0.50440413,-0.42594127,6995.40323807,193.87532827,-228.83645304,Transit,2025
HD 20781 d,3.25,NA,NA,10.61,1.2,-1.19,Radial Velocity,2019
K2-279 b,1.21,0.14,-0.14,1.92,NA,NA,Transit,2018
TOI-6894 b,9.5836785,0.24659758,-0.24659758,53.39517238,6.99222495,-6.99222495,Transit,2025
TOI-2989 b,12.55405838,0.56044903,-0.56044903,953.485221,63.5656814,-63.5656814,Transit,2025
HD 200964 b,13.5,NA,NA,508.21017,21.29461,-21.29461,Radial Velocity,2010
TOI-3593 b,11.02963701,0.31385146,-0.2914335,565.73456446,28.60455663,-41.31769291,Transit,2025
TOI-5300 b,9.86390302,0.89671846,-0.89671846,190.6970442,31.7828407,-31.7828407,Transit,2025
MASCARA-4 b,16.98160576,0.49319515,-0.49319515,532.36258173,76.59664609,-76.59664609,Transit,2020
KMT-2016-BLG-1107L b,13.1,NA,NA,1043,1102,-583,Microlensing,2019
K2-264 b,2.231,0.151,-0.145,5.61,NA,NA,Transit,2018
TOI-5386 A b,14.70618268,0.32506044,-0.31385146,155.10026262,15.25576354,-14.62010672,Transit,2025
Kepler-10 d,3.49,NA,NA,12,2.15,-2.15,Radial Velocity,2023
Kepler-730 c,1.56926,0.134508,-0.134508,3.09,NA,NA,Transit,2018
TOI-1117 b,2.46,0.13,-0.12,8.9,0.95,-0.96,Transit,2025
TOI-2031 A b,14.20177855,0.26901554,-0.26901554,254.2627256,73.10053361,-73.10053361,Transit,2025
TOI-3682 b,12.80065596,0.40352331,-0.39231432,69.28659273,23.83713052,-25.42627256,Transit,2025
HD 73534 b,13.7,NA,NA,353.42696,18.75197,-18.75197,Radial Velocity,2008
HD 88133 b,13.8,NA,NA,324.1866,193.8763,-88.9924,Radial Velocity,2004
TOI-3980 b,14.4595851,2.24179614,-1.12089807,187.51876013,60.38739733,-54.03082919,Transit,2025
K2-270 b,1.38,0.11,-0.11,2.48,NA,NA,Transit,2018
OGLE-2011-BLG-0173L b,9.01,NA,NA,60,57,-35,Microlensing,2018
HD 96167 b,14,NA,NA,227.88411,12.7132,-12.7132,Radial Velocity,2009
HD 95089 b,13.7,NA,NA,400.4658,27.01555,-27.01555,Radial Velocity,2009
LHS 1903 e,1.732,0.059,-0.058,5.79,1.6,-1.61,Transit,2026
KMT-2024-BLG-2087L b,12.9,NA,NA,1395.26670673,975.73320949,-781.85788122,Microlensing,2026
TOI-2992 b,13.75341932,0.50440413,-0.50440413,1058.36859531,123.95307873,-123.95307873,Transit,2025
TOI-4487 A b,14.60530185,0.77341967,-0.71737476,397.28550875,50.85254512,-50.85254512,Transit,2025
HD 5319 c,13.8,NA,NA,334.67499,22.88376,-22.88376,Radial Velocity,2014
K2-281 b,8.18,0.21,-0.21,50.9,NA,NA,Transit,2018
K2-283 b,3.52,0.16,-0.16,12.2,NA,NA,Transit,2018
WASP-104 b,12.745,0.415,-0.415,404.263,14.937,-14.937,Transit,2014
47 UMa b,13.2,NA,NA,804.08,22.25,-19.07,Radial Velocity,1996
HD 75784 c,12.8,NA,NA,1792.5612,228.8376,-228.8376,Radial Velocity,2018
K2-53 b,2.6,0.1,-0.1,7.27,NA,NA,Transit,2016
HIP 41378 c,2.727,0.06,-0.06,4.4,1.1,-1.1,Transit,2016
TOI-1438 c,2.75,0.14,-0.14,10.6,2.1,-2.1,Transit,2025
GJ 96 b,4.67,NA,NA,19.66,2.42,-2.3,Radial Velocity,2018
OGLE-2015-BLG-0954L b,13.1,NA,NA,1100,1200,-510,Microlensing,2016
HD 14787 b,13.7,NA,NA,356.28743,21.93027,-21.93027,Radial Velocity,2018
HD 18015 b,13.1,NA,NA,1048.8337431,216.12331676,-130.30964687,Radial Velocity,2018
K2-90 b,2.6,0.1,-0.1,7.27,NA,NA,Transit,2016
TOI-1201 b,2.415,0.091,-0.09,6.28,0.84,-0.88,Transit,2021
2MASS J12073346-3932539 b,15.69257298,0.33626942,-0.44835923,1652.7077164,190.6970442,-222.4798849,Imaging,2004
HD 217107 c,12.9,NA,NA,1388.91013859,41.31769291,-31.7828407,Radial Velocity,2005
TYC 8998-760-1 c,12.3299,6.7254,-3.3627,1906.98,317.83,-317.83,Imaging,2020
TOI-5716 b,0.96,0.05,-0.05,0.84,NA,NA,Transit,2025
KMT-2016-BLG-1397L b,12.7,NA,NA,2200,1700,-1400,Microlensing,2018
HD 94834 b,13.7,NA,NA,400.4658,54.0311,-54.0311,Radial Velocity,2018
HD 180053 b,13.3,NA,NA,697.31902,20.34112,-20.34112,Radial Velocity,2018
CoRoT-2 b,16.432,0.471,-0.493,1102.82,69.92,-69.92,Transit,2008
HD 190360 b,13.5,NA,NA,533.95172376,82.63538582,-50.85254512,Radial Velocity,2003
HD 190360 c,5.44,NA,NA,25.42627256,15.57359194,-3.49611248,Radial Velocity,2005
HD 154345 b,13.7,NA,NA,376.9444907,30.19369866,-18.75187601,Radial Velocity,2006
K2-292 b,2.63,0.11,-0.1,24.5,4.4,-4.4,Transit,2019
HIP 41378 d,3.54,0.06,-0.06,4.6,NA,NA,Transit,2016
K2-388 b,3.9,0.2,-0.1,14.5,NA,NA,Transit,2022
K2-139 b,9.11,0.17,-0.17,123.00021,26.37989,-23.83725,Transit,2017
EPIC 206317286 b,0.96,0.11,-0.15,0.84,NA,NA,Transit,2019
EPIC 212424622 b,2.17,0.67,-0.42,5.35,NA,NA,Transit,2019
Kepler-9 c,8.08,0.54,-0.41,29.9,1.1,-1.3,Transit,2010
TOI-2076 e,1.355,0.101,-0.098,2.4,NA,NA,Transit,2025
WASP-50 b,13.069694,0.481987,-0.481987,466.828704,29.24036,-29.24036,Transit,2011
TOI-2076 d,3.43087751,0.21135529,-0.25159474,29,NA,NA,Transit,2021
TOI-201 b,11.82547464,0.15692573,-0.10088083,184.34047606,22.24798849,-19.38753283,Transit,2021
TOI-201 c,11.13051784,0.19055267,-0.15692573,4513.1633794,317.828407,-381.3940884,Transit Timing Variations,2025
HD 92788 b,13,NA,NA,1195.0408,50.8528,-47.6745,Radial Velocity,2000
KOI-1599.02,1.9,0.2,-0.2,9,0.3,-0.3,Transit,2019
TOI-4773 b,15.22179579,0.54924005,-0.53803107,1687.66884117,111.23994245,-108.06165838,Transit,2025
TOI-5261 b,11.60129502,0.47077719,-0.45956821,3651.84839643,136.66621501,-146.20106722,Transit,2025
TOI-2719 b,5.98,0.46,-0.46,29.9,NA,NA,Transit,2025
HIP 41378 g,2.54,NA,NA,7,1.5,-1.5,Radial Velocity,2025
HD 50499 c,13.2,NA,NA,931.2419,232.0159,-57.2094,Radial Velocity,2019
EPIC 248847494 b,12.44199,0.78463,-0.78463,4131.79,NA,NA,Transit,2018
GJ 15 A c,6.67,NA,NA,36,25,-18,Radial Velocity,2018
K2-105 b,3.4,0.12,-0.05,15.4,4.4,-4.4,Transit,2017
WASP-96 b,13.45,0.67,-0.67,152.55,9.53,-9.53,Transit,2014
K2-121 b,7.16,0.12,-0.06,51,11,-11,Transit,2017
DMPP-2 c,8.26,NA,NA,51.79,5.43,-5.49,Radial Velocity,2026
EPIC 212737443 b,2.586,0.126,-0.126,7.2,NA,NA,Transit,2019
KMT-2017-BLG-0165L b,6.45,NA,NA,34,15,-12,Microlensing,2018
TOI-2322 b,0.994,0.057,-0.059,2.31,2.67,-1.54,Transit,2025
TOI-5350 b,12.41955062,0.42594127,-0.32506044,2094.48920213,79.45710175,-82.63538582,Transit,2025
TOI-6420 b,11.93756445,0.72858375,-0.66132986,2606.1929374,114.41822652,-127.1313628,Transit,2025
Kepler-47 b,3.05,0.04,-0.04,2.07,23.7,-2.07,Transit,2012
LSPM J2116+0234 b,3.71,NA,NA,13.3,1,-1.1,Radial Velocity,2019
TOI-6303 b,11.59,0.61,-0.64,2493,99,-99,Transit,2025
NSVS 14256825 b,12.3,NA,NA,4497.2945,50.8528,-50.8528,Eclipse Timing Variations,2019
Kepler-82 f,4.84,NA,NA,20.9,1,-1,Transit Timing Variations,2019
GJ 27.1 b,3.66,NA,NA,13,4.1,-6.6,Radial Velocity,2014
GJ 160.2 b,3.17,NA,NA,10.2,7.2,-5.9,Radial Velocity,2014
TOI-7149 b,13.2,0.51,-0.51,224,24,-24,Transit,2025
Kepler-47 d,7.04,0.66,-0.49,19.02,23.84,-11.67,Transit,2019
TOI-6054.02,2.82,0.17,-0.16,9.3,1.9,-1.9,Transit,2024
Kepler-82 b,4.07,0.24,-0.1,12.15,0.96,-0.87,Transit,2012
